id,old,new,
11224,妖精族　一般セット男2A,Fairy Tribe General Set Male 2A,
11225,妖精族　一般セット男2B,Fairy Tribe General Set Male 2B,
11226,妖精族　一般セット男3A,Fairy Tribe General Set Male 3A,
11227,妖精族　一般セット男3B,Fairy Tribe General Set Male 3B,
11228,妖精族　一般セット男4A,Fairy Tribe General Set Male 4A,
11229,妖精族　一般セット男4B,Fairy Tribe General Set Male 4B,
11230,妖精族　一般セット男5A,Fairy Tribe General Set Male 5A,
11231,妖精族　一般セット男5B,Fairy Tribe General Set Male 5B,
11232,妖精族　一般セット男6A,Fairy Tribe General Set Male 6A,
11233,妖精族　一般セット男6B,Fairy Tribe General Set Male 6B,
11254,妖精族　上級セット女_00,Fairy Tribe Senior Set Female_00,
11255,妖精族　上級セット女_01,Fairy Tribe Senior Set Female_01,
11256,妖精族　上級セット女_02,Fairy Tribe Senior Set Female_02,
11257,妖精族　上級セット女_03,Fairy Tribe Senior Set Female_03,
11258,妖精族　上級セット女_04,Fairy Tribe Senior Set Female_04,
11259,妖精族　上級セット女_05,Fairy Tribe Senior Set Female_05,
11260,NPC用_wp300053,For NPC_wp300053,
11261,JPリセット用通貨,Currency for JP reset,
11262,クラフトPリセット用通貨,Currency for resetting craft P,
11263,妖精族　一般セット男7A,Fairy Tribe General Set Male 7A,
11264,妖精族　一般セット男7B,Fairy Tribe General Set Male 7B,
11265,妖精族　一般セット男8A,Fairy Tribe General Set Male 8A,
11266,妖精族　一般セット男8B,Fairy Tribe General Set Male 8B,
11267,妖精族　一般セット男9A,Fairy Tribe General Set Male 9A,
11268,妖精族　一般セット男9B,Fairy Tribe General Set Male 9B,
11269,妖精族　一般セット男10A,Fairy Tribe General Set Male 10A,
11270,妖精族　一般セット男10B,Fairy Tribe General Set Male 10B,
11271,妖精族　一般セット男11A,Fairy Tribe General Set Male 11A,
11272,妖精族　一般セット男11B,Fairy Tribe General Set Male 11B,
11273,妖精族　一般セット男12A,Fairy Tribe General Set Male 12A,
11274,妖精族　一般セット男12B,Fairy Tribe General Set Male 12B,
11275,妖精族　　原住民拠点用1,Fairy Tribe For aboriginal base 1,
11276,妖精族　　原住民拠点用2,Fairy Tribe For aboriginal base 2,
11277,妖精族　　原住民拠点用3,Fairy Tribe For aboriginal base 3,
11278,妖精族　　原住民拠点用4,Fairy Tribe For aboriginal base 4,
11279,妖精族　一般セット女1A,Fairy Tribe General Set Female 1A,
11280,妖精族　一般セット女1B,Fairy Tribe General Set Female 1B,
11281,妖精族　一般セット女2A,Fairy Tribe General Set Female 2A,
11282,妖精族　一般セット女2B,Fairy Tribe General Set Female 2B,
11283,妖精族　一般セット女3A,Fairy Tribe General Set Female 3A,
11284,妖精族　一般セット女3B,Fairy Tribe General Set Female 3B,
11285,妖精族　一般セット女4A,Fairy Tribe General Set Female 4A,
11286,妖精族　一般セット女4B,Fairy Tribe General Set Female 4B,
11287,妖精族　一般セット女5A,Fairy Tribe General Set Female 5A,
11288,妖精族　一般セット女5B,Fairy Tribe General Set Female 5B,
11289,妖精族　一般セット女6A,Fairy Tribe General Set Female 6A,
11290,妖精族　一般セット女6B,Fairy Tribe General Set Female 6B,
11291,妖精族　一般セット女7A,Fairy Tribe General Set Female 7A,
11292,妖精族　一般セット女7B,Fairy Tribe General Set Female 7B,
11293,妖精族　一般セット女8A,Fairy Tribe General Set Female 8A,
11294,妖精族　一般セット女8B,Fairy Tribe General Set Female 8B,
11295,妖精族　一般セット女9A,Fairy Tribe General Set Female 9A,
11296,妖精族　一般セット女9B,Fairy Tribe General Set Female 9B,
11297,妖精族　一般セット女10A,Fairy Tribe General Set Female 10A,
11298,妖精族　一般セット女10B,Fairy Tribe General Set Female 10B,
11299,妖精族　一般セット女11A,Fairy Tribe General Set Female 11A,
11300,妖精族　一般セット女11B,Fairy Tribe General Set Female 11B,
11301,妖精族　一般セット女12A,Fairy Tribe General Set Female 12A,
11302,妖精族　一般セット女12B,Fairy Tribe General Set Female 12B,
11303,妖精族　　原住民拠点用1,Fairy Tribe For aboriginal base 1,
11304,妖精族　　原住民拠点用2,Fairy Tribe For aboriginal base 2,
11305,妖精族　　原住民拠点用3,Fairy Tribe For aboriginal base 3,
11306,妖精族　　原住民拠点用4,Fairy Tribe For aboriginal base 4,
11368,上級妖精族衣装_男_6,Advanced Fairy Tribe Costume_Male_6,
11369,上級妖精族衣装_男_7,Advanced Fairy Tribe Costume_Male_7,
11370,上級妖精族衣装_男_8,Advanced Fairy Tribe Costume_Male_8,
11371,妖精族　上級セット女_06,Fairy Tribe Senior Set Female_06,
11372,妖精族　上級セット女_07,Fairy Tribe Senior Set Female_07,
11373,妖精族　上級セット女_08,Fairy Tribe Senior Set Female_08,
11374,NPC用_wp311002,For NPC_wp311002,
11375,NPC用_wp302014,For NPC_wp302014,
11376,NPC用_wp305015,For NPC_wp305015,
11377,NPC用_wp300041,For NPC_wp300041,
11378,NPC用_wp301021,For NPC_wp301021,
11379,NPC用_wp310025,For NPC_wp310025,
11380,NPC用_wp300047,For NPC_wp300047,
11381,NPC用_wp301028,For NPC_wp301028,
11382,NPC用_wp312000,For NPC_wp312000,
11383,人敵用_wp300041_28,For human enemies_wp300041_28,
11384,人敵用_wp301021_28,For human enemies_wp301021_28,
11385,人敵用_wp302041_28,For human enemies_wp302041_28,
11386,人敵用_wp303024_28,For human enemies_wp303024_28,
11387,人敵用_wp304021_28,For human enemies_wp304021_28,
11388,人敵用_wp305024_28,For human enemies_wp305024_28,
11389,人敵用_wp306031_28,For human enemies_wp306031_28,
11390,人敵用_wp308025_28,For human enemies_wp308025_28,
11391,人敵用_wp310025_28,For human enemies_wp310025_28,
11392,人敵用_wp311024_28,For human enemies_wp311024_28,
11399,人敵用np400015_0,np400015_0 for human enemy,
11400,人敵用np400015_1,np400015_1 for human enemy,
11401,人敵用np400015_2,np400015_2 for human enemy,
11402,人敵用np400015_3,np400015_3 for human enemy,
11403,人敵用np400015_4,np400015_4 for human enemy,
11404,人敵用np400015_5,np400015_5 for human enemy,
11405,人敵用np400015_6,np400015_6 for human enemy,
11406,人敵用np400015_7,np400015_7 for human enemy,
11756,NPC用_wp307003,For NPC_wp307003,
11757,NPC用_wp311003,For NPC_wp311003,
11820,NPC用_wp312010,For NPC_wp312010,
13254,会話２,Conversation 2,
13255,会話３,Conversation 3,
13256,会話４,Conversation 4,
13257,ポーズ・戦隊１,Pose Squadron 1,
13258,ポーズ・戦隊２,Pose Squadron 2,
13259,ポーズ・独創的２,Original Pose 2,
13260,ポーズ・戦隊３,Pose Squadron 3,
13261,ポーズ・戦隊４,Pose Squadron 4,
13348,12_07_JP入手_01,12_07_JP_obtain_01,
13349,12_07_JP入手_02,12_07_JP_obtain_02,
13350,12_07_JP入手_03,12_07_JP_obtain_03,
13351,12_07_JP入手_04,12_07_JP_obtain_04,
13352,12_07_JP入手_05,12_07_JP_obtain_05,
13353,12_07_JP入手_06,12_07_JP obtained_06,
13354,12_07_JP入手_07,12_07_JP obtained_07,
13355,12_07_JP入手_08,12_07_JP_obtain_08,
13356,12_07_JP入手_09,12_07_JP_obtain_09,
13357,12_07_JP入手_10,12_07_JP_obtain_10,
13846,スキル習得_豪溜斬り,Skill acquisition_Goutame slash,
13847,AB習得_連撃 倒,AB Acquisition_Straight Strike Down,
13848,AB習得_斬崩 倒,AB Acquisition_Zanbakuten Overthrow,
13849,AB習得_抉突 絶,AB Mastery_Gut Thrust Extinction,
13850,AB習得_崩攻,AB Acquisition_Collapse_Attack,
13851,AB習得_強連 倒,AB Mastery_Strong_Reinforcement_Increase,
13852,AB習得_硬盾,AB Acquisition_Hard Shield,
13853,AB習得_連撃 砕,AB Acquisition_Renewal_Break,
13854,AB習得_連崩 絶,AB Acquisition_Linear_Collapse_Extinction,
13855,AB習得_抉突 砕,AB Mastery_Gut Thrust Crushing,
13856,AB習得_硬溜,AB Mastery_Hardened_Tamenuri,
13857,AB習得_強連 砕,AB Mastery_Stronger_Ren breakage,
13858,AB習得_快突,AB Acquisition_Kaishinshitsu,
13859,AB習得_連斬 倒,AB Acquisition_Renzan Fall,
13860,AB習得_裂斬 倒,AB Learn_Slash_Breakdown,
13861,AB習得_乱斬 砕,AB Acquisition_Ranzan Shatter,
13862,AB習得_走耐,AB Acquisition_Running Endurance,
13863,AB習得_回蹴 倒,AB Learn_Turn_Kick_Tumble,
13864,AB習得_深攻,AB Mastery_Deep_Attack,
13865,AB習得_連斬 砕,AB Acquisition_Renzan Shatter,
13866,AB習得_裂斬 砕,AB Acquisition_Split,
13867,AB習得_乱斬 絶,AB Acquisition_Ranzan Zetsu,
13868,AB習得_剛攻,AB Mastery_Strong_Attack,
13869,AB習得_回蹴 砕,AB Acquisition_Turn kick Crushing,
13870,AB習得_快転,AB Mastery_Reversal,
13871,AB習得_弓射 倒,AB Acquisition_Bow shooting Falling,
13872,AB習得_矢斬 烈,AB Acquisition_Yazan Retsu,
13873,AB習得_硬構,AB Mastery_Rigid_structure,
13874,AB習得_爆矢 烈,AB Mastery_Bakugya Retsu,
13875,AB習得_静射 倒,AB Mastery_Static_Shooting_Inverted,
13876,AB習得_救耐,AB Acquisition_Rescue,
13877,AB習得_弓射 砕,AB Acquisition_Bow shooting Crushing,
13878,AB習得_爆矢 砕,AB Acquisition_Bakugaya Shatter,
13879,AB習得_矢斬 砕,AB Acquisition_Yazan shattering,
13880,AB習得_増精,AB Acquisition_increase_consumption,
13881,AB習得_静射 砕,AB Mastery_static_shattering,
13882,AB習得_至弓,AB Mastery_Superior_Bow,
13883,AB習得_癒気 詠,AB Mastery_Healing_Ki Wing,
13884,AB習得_破球 倒,AB Mastery_Breaking_Balls_Turned_down,
13885,AB習得_聖気 倒,AB Acquisition_Holy Spirit Falling,
13886,AB習得_扶魔,AB Acquisition_Fuuma,
13887,AB習得_衝破 倒,AB Acquisition_Impulse_Breakdown,
13888,AB習得_滅吸,AB Acquisition_Destruction_Absorption,
13889,AB習得_癒気 耐,AB Acquisition_Healing_Air_Tolerance,
13890,AB習得_破球 砕,AB Mastery_Breaking_Ball_Breaking,
13891,AB習得_聖気 烈,AB Mastery_Holy Spirit,
13892,AB習得_魔猛,AB Mastery_Maozu,
13893,AB習得_衝破 砕,AB Mastery_impact_shattering,
13894,AB習得_硬気,AB Mastery_hard_air,
13895,AB習得_盾打 倒,AB Learn_Shield_Breaking,
13896,AB習得_欠照 烈,AB Acquisition_Kakisho Retsu,
13897,AB習得_攻爆 砕,AB Acquisition_Attack_Bombing,
13898,AB習得_護治,AB Acquisition_Goji,
13899,AB習得_盾序 烈,AB Acquisition _ Shield Order,
13900,AB習得_集視,AB Acquisition_Focusing,
13901,AB習得_盾打 砕,AB Learn_Shield_Batting_Shattering,
13902,AB習得_欠照 砕,AB Acquisition_About_Shattering,
13903,AB習得_攻爆 倒,AB Acquisition_Attack_Bombing Down,
13904,AB習得_盾崩,AB Mastery_Shield_breakdown,
13905,AB習得_盾序 砕,AB Acquisition_shield_order_shattering,
13906,AB習得_快視,AB Acquisition_Vision_Very_Very_Very_Very_Very_Very,
13907,AB習得_魔弾 倒,AB Acquisition_Magic_Bullet_Back down,
13908,AB習得_魔罠 砕,AB Acquisition_Magic Trap Crushing,
13909,AB習得_魔破 倒,AB Acquisition_Demon Breaking Down,
13910,AB習得_硬浮,AB learning_hard_floating,
13911,AB習得_魔破 砕,AB Acquisition_Magic Breaking,
13912,AB習得_倒力,AB Mastery_overturning_strength,
13913,AB習得_魔弾 砕,AB Acquisition_Magic Bullet Shattering,
13914,AB習得_魔罠 据,AB Acquisition_Magic Trap Setup,
13915,AB習得_魔破 詠,AB Acquisition_Magic break Wing,
13916,AB習得_減属,AB Acquisition_Decrease,
13917,AB習得_魔罠 詠,AB Acquisition_Magic Trap Wing,
13918,AB習得_快漂,AB Acquisition_Kaido,
13919,AB習得_破斬 倒,AB Acquisition_Breakaway Fall,
13920,AB習得_魔斬 絶,AB Learn_Magic_Slayer Extreme,
13921,AB習得_魔倒 砕,AB Acquisition_Magic overthrowing crushing,
13922,AB習得_快閃,AB Acquisition_Kaisen,
13923,AB習得_広斬 倒,AB Acquisition_Hirozan Down,
13924,AB習得_攻遮,AB Mastery_offensive_shield,
13925,AB習得_破斬 砕,AB Acquisition_Breaking,
13926,AB習得_魔倒 絶,AB Mastery_Magic_falling_out,
13927,AB習得_魔斬 砕,AB Acquisition_Magic Slash Crush,
13928,AB習得_豪握,AB Mastery_Great grip,
13929,AB習得_広斬 砕,AB Acquisition_Hirozan Crush,
13930,AB習得_残恨,AB Acquisition_Resentment,
13931,AB習得_闘矢 倒,AB Mastery_Fighting_ya Down,
13932,AB習得_助矢 詠,AB Acquisition_Sukeya Ei,
13933,AB習得_一蹴 倒,AB Acquisition_Introduction,
13934,AB習得_快進,AB Acquisition _ rapid progress,
13935,AB習得_奮矢 据,AB Mastery_Excitement_Ya Settlement,
13936,AB習得_魔遮,AB Mastery_Magic_shield,
13937,AB習得_助矢 瞬,AB Acquisition_Sukeya Shun,
13938,AB習得_闘矢 瞬,AB Acquisition_Shun Tuya,
13939,AB習得_一蹴 砕,AB Mastery_Introduction,
13940,AB習得_救魔,AB Acquisition_Salvation_Devil,
13941,AB習得_奮矢 拡,AB Mastery_Expand Fenya,
13942,AB習得_検眼,AB Acquisition_Optometry,
13943,AB習得_錬打 倒,AB Mastery_Renunciation_Breakdown,
13944,AB習得_錬避 倒,AB Acquisition_Avoidance_Reflection Overthrow,
13945,AB習得_錬爆 倒,AB Acquisition_Renewal_explosion Overthrow,
13946,AB習得_硬視,AB Acquisition_Hard vision,
13947,AB習得_錬衝 倒,AB Acquisition_Renewal_Impulse_Subversion,
13948,AB習得_頑強,AB Acquisition_Strong,
13949,AB習得_錬打 砕,AB Acquisition_Renewal_Breakage,
13950,AB習得_錬爆 砕,AB Acquisition_Renewal_Bombing_Smashing,
13951,AB習得_錬避 絶,AB Learn_About_Abandonment,
13952,AB習得_空滅,AB Acquisition _ Empty,
13953,AB習得_錬衝 砕,AB Acquisition_Renjo Shatter,
13954,AB習得_防錬,AB Acquisition_protection_ren,
13955,スキル習得_流盾翔,Skill acquisition_Ryu Shield Sho,
13956,スキル習得_爆炎刃,Skill acquisition_Bomb blades,
13957,スキル習得_跳鷹斬,Skill acquisition_Hopping hawk slash,
13958,スキル習得_天穹爆矢,Skill acquisition_Tenkyu Bakunyu,
13959,スキル習得_総番え直射ち,Skill acquisition_Sougane direct shooting,
13960,スキル習得_ソラースライザー,Skill Acquisition_Solars Riser,
13961,スキル習得_ブラストアディション,Skill Acquisition_Blast Addition,
13962,スキル習得_ストーンライト,Skill Acquisition_Stone Light,
13963,スキル習得_プロテクションスイング,Skill Acquisition_Protection Swing,
13964,スキル習得_アイシクルピアス,Skill acquisition_Icicle earrings,
13965,スキル習得_ライトニングステイク,Skill Acquisition_Lightning Stake,
13966,スキル習得_大牙抉り,Skill acquisition_Great Fang Gouge,
13967,スキル習得_地衝揺,Skill acquisition_Earthquake,
13968,スキル習得_癒し閃光,Skill Acquisition_Healing Flash,
13969,スキル習得_触発魔矢,Skill acquisition_Tactile Magic Arrow,
13970,スキル習得_アルケム・バースト,Skill Acquisition_Alchem Burst,
13971,スキル習得_ドルス・エアリス,Skill acquisition_Dorus Aeris,
13977,リチュアリィソード【天】,Ritual Sword [Heaven],
13978,リチュアリィソード【天】,Ritual Sword [Heaven],
13979,リチュアリィソード【天】,Ritual Sword [Heaven],
13980,リチュアリィソード【天】,Ritual Sword [Heaven],
13981,リチュアリィソード【天】,Ritual Sword [Heaven],
13987,リチュアリィシェル【天】,Ritual Shell [Heaven],
13988,リチュアリィシェル【天】,Ritual Shell [Heaven],
13989,リチュアリィシェル【天】,Ritual Shell [Heaven],
13990,リチュアリィシェル【天】,Ritual Shell [Heaven],
13991,リチュアリィシェル【天】,Ritual Shell [Heaven],
13997,リチュアリィボウ【地】,Ritual Bow [Earth],
13998,リチュアリィボウ【地】,Ritual Bow [Earth],
13999,リチュアリィボウ【地】,Ritual Bow [Earth],
14000,リチュアリィボウ【地】,Ritual Bow [Earth],
14001,リチュアリィボウ【地】,Ritual Bow [Earth],
14007,リチュアリィガード【紅】,Ritual Guard [Crimson],
14008,リチュアリィガード【紅】,Ritual Guard [Crimson],
14009,リチュアリィガード【紅】,Ritual Guard [Crimson],
14010,リチュアリィガード【紅】,Ritual Guard [Crimson],
14011,リチュアリィガード【紅】,Ritual Guard [Crimson],
14017,リチュアリィロッド【紅】,Ritual Rod [Crimson],
14018,リチュアリィロッド【紅】,Ritual Rod [Crimson],
14019,リチュアリィロッド【紅】,Ritual Rod [Crimson],
14020,リチュアリィロッド【紅】,Ritual Rod [Crimson],
14021,リチュアリィロッド【紅】,Ritual Rod [Crimson],
15669,Sランサー_治癒アップ,S Lancer_Healing up,
15670,Sランサー_ST速度,S Lancer_ST Speed,
15671,Sランサー_与ダメ上昇,S Lancer_Increase of the damage to be given,
15672,Sランサー_被ダメ軽減,S Lancer_Reduction of Damage,
16029,NPC用_wp306037,For NPC_wp306037,
16237,会話5,Conversation 5,
16238,会話6,Conversation 6,
16455,AB習得_槍撃 倒,AB Acquisition _ spear shot Down,
16456,AB習得_天昇 倒,AB Acquisition_Tempo Ascending and Falling,
16457,AB習得_天墜 倒,AB Mastery_Tenkasho Topple,
16458,AB習得_活発,AB Acquisition_Active,
16459,AB習得_槍舞 倒,AB Acquisition_Yarimai Falling,
16460,AB習得_防属,AB Mastery_Protection,
16461,AB習得_槍撃 破,AB Acquisition_Spear Breaking,
16462,AB習得_天昇 破,AB Mastery_Ascension Breaking,
16463,AB習得_天墜 破,AB Mastery_Tenkaku 破,
16464,AB習得_強附,AB Mastery_Strong_Attachment,
16465,AB習得_槍舞 破,AB Acquisition_Yarimai Break,
16466,AB習得_霊蓄,AB Acquisition_Reinforcement,
16470,スキル習得_範囲支援,Skill Acquisition_Range Support,
16471,スキル習得_衝撃バリア,Skill Acquisition_Impact Barrier,
16733,NPC用_ハロウィン男_W胴,For NPC_Halloween man_W body,
16734,NPC用_ハロウィン男_W脚,For NPC_Halloween man_W leg,
16735,NPC用_ハロウィン男_頭,For NPC_Halloween man_head,
16736,NPC用_ハロウィン男_腕,For NPC_Halloween man_arm,
16737,NPC用_ハロウィン男_マント,Halloween man_cloak for NPC,
16738,NPC用_ハロウィン女_W胴,For NPC_Halloween woman_W body,
16739,NPC用_ハロウィン女_W脚,For NPC_Halloween woman_W leg,
16740,NPC用_ハロウィン女_頭,For NPC_Halloween woman_head,
16741,NPC用_ハロウィン女_腕,For NPC_Halloween woman_arm,
16742,NPC用_ハロウィン女_マント,Halloween_Female_Cloak_for_NPCs,
16757,NPC用_クリスマスマント,Christmas Cloak for NPC,
16758,NPC用_クリスマス頭１,For NPC_Christmas head 1,
16759,NPC用_クリスマス頭２,For NPC_Christmas head 2,
16760,NPC用_クリスマスW胴１,For NPC_Christmas W-body 1,
16761,NPC用_クリスマスW胴２,For NPC_Christmas W Body 2,
16762,NPC用_クリスマスW脚１,For NPC_Christmas W leg 1,
16763,NPC用_クリスマスW脚２,For NPC_Christmas W leg 2,
16804,NPC用_3.0騎士団盾_00,For NPC_3.0 Knights Shield_00,
16805,NPC用_3.0騎士団盾_01,For NPC_3.0 Knights Shield_01,
16806,NPC用_3.0騎士団盾_02,For NPC_3.0 Knights Shield_02,
16807,NPC用_3.0騎士団盾_03,For NPC_3.0 Knights Shield_03,
16808,NPC用_3.0騎士団盾_04,For NPC_3.0 Knights Shield_04,
16809,NPC用_3.0騎士団盾_05,For NPC_3.0 Knights Shield_05,
16810,NPC用_ネド王子剣,For NPC_Sword of Prince Ned,
16811,NPC用_メイロワ剣,For NPC_Maylois Sword,
16812,NPC用_メイロワ盾,For NPC_Maylois Shield,
16813,NPC用_ジリアン大剣,For NPC_Gillian Great Sword,
16814,NPC用_ベルタダガー,Berta Dagger for NPC,
16815,NPC用_イェルハルド剣,Yerhard Sword for NPC,
16835,NPC用_3.0ラウンドシールド,For NPC_3.0 round shield,
16836,NPC用_3.0ペルテー,For NPC_3.0 Pertae,
16837,NPC用_3.0アイアンソード,For NPC_3.0 Iron Sword,
16838,NPC用_3.0ランディングソード,For NPC_3.0 Landing Sword,
16839,NPC用_3.0ストロングハチェット,3.0 Strong Hatchet for NPC,
16840,NPC用_3.0トゥレイスリピーデス,For NPC_3.0 Turay Sleepides,
16841,NPC用_3.0シルバーレイピア,For NPC_3.0 Silver Rapier,
16842,NPC用_3.0モルゲンステルン,For NPC_3.0 Morgenstern,
16843,NPC用_3.0ホワイトウルフボウ,3.0 White Wolf Bow for NPC,
16844,NPC用_3.0エルフストロークボウ,For NPC_3.0 Elf Stroke Bow,
16845,NPC用_3.0フリューテッドボウ,3.0 fluted bow for NPC,
16846,NPC用_3.0ダキアキネシス,For NPC_3.0 Dacia Kinesis,
16847,NPC用_3.0スリットダガー,3.0 slit dagger for NPC,
16848,NPC用_3.0エルフ模造ダガー,3.0 Elf imitation dagger for NPC,
16849,NPC用_3.0グレートソード,For NPC_3.0 Great Sword,
16850,NPC用_3.0ウォーブレード,For NPC_3.0 Warblade,
16851,NPC用_3.0フランベルジュカサディス,For NPC_3.0 Flamberge Cassadis,
16852,NPC用_3.0グラップビクトリー,For NPC_3.0 Grap Victory,
16858,NPC用_ネド王子盾,For NPC_Prince Ned shield,
17155,3.0解放軍　0-b_F,3.0 Liberation Army 0-b_F,
17156,3.0質素男性 0-e,3.0 Frugal Male 0-e,
17157,3.0解放軍　1-a_F,3.0 Liberation Army 1-a_F,
17158,3.0解放軍　1-b_F,3.0 Liberation Army 1-b_F,
17159,3.0解放軍　1-c_F,3.0 Liberation Army 1-c_F,
17160,3.0解放軍　1-d_F,3.0 Liberation Army 1-d_F,
17161,3.0解放軍　1-e_F,3.0 Liberation Army 1-e_F,
17162,3.0解放軍　1-f_F,3.0 Liberation Army 1-f_F,
17163,3.0解放軍　1-g_F,3.0 Liberation Army 1-g_F,
17164,3.0解放軍　1-h_F,3.0 Liberation Army 1-h_F,
17165,3.0解放軍　2-a_F,3.0 Liberation Army 2-a_F,
