#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
8,GREAT_PURPOSE_9,エリアミッション《力に呑まれし王者》を攻略せよ！,"Clear Area Mission ""The Ruler Overwhelmed by
Power""!",ui\00_message\achievement\greate_purpose_6.gmd,\ui\uGUIGreatPurpose.arc,uGUIGreatPurpose.arc,8
0,,"侵食されている魔物の行動には、
いくつかのパターンが見られます","There are several patterns observed in the
behavior of the infected creatures.",ui\00_message\clan_dungeon_clue\c0013_n03.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,1
0,,"とにかく凶暴性が助長されるもの
侵食前と変わらない行動サイクルを持つもの
そしてこの魔物のように侵食から逃れようと
もがき苦しむもの――","There are those whose aggressiveness is
exacerbated, those that maintain the same
behavioral cycle as before infection, and those
like this creature, who struggle in agony, trying
to escape from the corruption.",ui\00_message\clan_dungeon_clue\c0013_n03.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,2
0,,"その姿は哀れを誘いますが――
侵食によって箍の外れた力は、一瞬でも
気を緩めればこちらが命を落とすほどです","Their appearance evokes pity, but the power
unleashed by Corruption is so dangerous that even
a momentary lapse in concentration could cost us
our lives.",ui\00_message\clan_dungeon_clue\c0013_n03.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,3
0,,"この度の魔物は強敵でしたが
それ以上に苦戦しました
ベンジャミン様の動きが鈍く、我々が
それを庇っていたためです","The creatures we faced this time were formidable
foes, but what made it even more challenging was
that Master Benjamin's movements were slow, and we
were protecting him.",ui\00_message\clan_dungeon_clue\c0013_n03.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,4
0,,"このままでは、ベンジャミン様のご友人を弔うはずが
我々自身の弔い旅になってしまうかもしれません
帰還し、ゆっくり休養いただけるまであと少し――","If this continues, our journey to mourn Master
Benjamin's late friend might turn into our own
mourning journey. We'll have to return and rest a
little while longer until Master Benjamin can
recuperate.",ui\00_message\clan_dungeon_clue\c0013_n03.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,5
0,,"""日記の１ページが落ちている""","""A page out of a diary has fallen down.""",ui\00_message\clan_dungeon_clue\c0013_n04.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0
0,,"最後の戦いは、壮絶を極めました
侵食の悪魔――
相手はまさに、その言葉にふさわしい怪物でした","The final battle was truly epic. The demon of
infection—our adversary was undoubtedly a monster
befitting those words.",ui\00_message\clan_dungeon_clue\c0013_n04.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,1
0,,"最後の力を振り絞り、何とか止めを刺したものの――
我々従者は深手を負ってしまったのです","We mustered our last ounce of strength and
managed to strike the finishing blow, but as a
result, we, the servants, sustained serious
injuries.",ui\00_message\clan_dungeon_clue\c0013_n04.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,2
0,,"傷つき、動けない我々を残し
ベンジャミン様は一人、行ってしまわれました
目的を達するためには足手まといは不要――
そういうことなのでしょう","Leaving us wounded and immobilized behind, Master
Benjamin went on alone. To achieve the objective,
we can't have anything slowing us down—perhaps
that was the reason.",ui\00_message\clan_dungeon_clue\c0013_n04.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,3
0,,"導きを失った私たちは
ただ愚直に、主の帰りを待つことしかできません
最後の魔窟殿へ独りで向かった、傷だらけの主を――","We, who have lost our guidance, can do nothing
but earnestly await the return of our master. Our
master, who ventured alone to the final demon's
lair, battered and bruised.",ui\00_message\clan_dungeon_clue\c0013_n04.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,4
0,,"戻られたあの方を暖かく迎えるため
一体何をすべきか、ベンジャミン様と交わした言葉を
思い起こしながら考えてみようと思います","I will think about what we should do to warmly
welcome them back based on the words exchanged
with Master Benjamin, with the aim of greeting
them upon their return.",ui\00_message\clan_dungeon_clue\c0013_n04.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,5
0,,“手記と思われる紙の切れ端が落ちている”,"""Scraps of a paper note seem to have fallen down.""",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0
0,,“塔”とは一体、どこにあるのだろう？,"This ""Tower"" of his, where the heck is it?",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,1
0,,"用心深い彼のことだ、たやすく見つかる場所に
あるとは思っていないが――
日記によると、全てをそこに置いてきたのだとか","He's very cautious, so I don't think he's in a
place
that can be easily found...
According to the diary, he says everything has
been placed there?",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,2
0,,"「全て」がすなわち宝を意味するならば
盗賊を警戒して巧妙に隠す意図も理解できる
――物に執着があるとは、少々意外だったが","If by everyhing he means ""treasure"",
you can understand his intention to hide it from
any would-be thieves.
...It's still a bit surprising that there is an
obsessed with such
things though.",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,3
0,,"とはいえ、彼の足取りを順に追っていけば
いつかは“塔”に辿り着くだろう","Nevertheless, if we retrace his steps
we will arrive at the tower in due time.",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,4
0,,"彼が命尽きる時まで追い求めた宝――
その遺志を継ぎ、形にして納めることで
彼と私、お互いにとって良い弔いになるはずだ","The treasure that he had chased after until the
time of his death...
By carrying on his will, and shaping it, both he
and I, will have lavish funerals.",ui\00_message\clan_dungeon_clue\c0014_n00.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,5
0,,“手記と思われる紙の切れ端が落ちている”,"""Scraps of a paper note seem to have fallen down.""",ui\00_message\clan_dungeon_clue\c0014_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0
0,,"魔物を狩り、呪われた宝から
鎧を造りだす時間を除けば
一時も休むことなく進み、彼の痕跡を追っている","Between hunting demons, and putting aside time to
craft armor from the cursed treasure...
I have no time to take breaks, and must carefully
retrace his steps.",ui\00_message\clan_dungeon_clue\c0014_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,1
0,,"だが、フィンダムでの無理が祟り
咳は酷くなる一方で、従者どもに心配された","However, this cursed land of Phindym has given me
an unnatural cough, which has made my pawns
worried.",ui\00_message\clan_dungeon_clue\c0014_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,2
0,,"いや、正しくは「そう見える」と言うべきか
彼らがまるで人間のような仕草を見せるたび
怖気と虚しさを感じるのだ","No, I should say they ""look like they are"".
Everytime they show a gesture or expression like
a human being,
it feels unnerving and empty.",ui\00_message\clan_dungeon_clue\c0014_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,3
0,,"家族も故郷も失い、救いを求めて心臓を捧げ
得たものがこんな傀儡だったとは――
工作や戦いの腕が優れているとはいえ
当時は愕然としたものだ","To lose my family and hometown, seeking salvation
and dedicating my heart,
only to receive a puppet such as this...
Although their inherent skill in crafting and
combat are outstanding, at the time,
I was appalled.",ui\00_message\clan_dungeon_clue\c0014_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,4
0,,"弔いをしてやれるような――
生涯で友と言える相手は、彼くらいだろう","I'm going to mourn...
The partner that would be known as a friend in
his life, they would not be able to.",ui\00_message\clan_dungeon_clue\c0014_n01.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,5
0,,“手記と思われる紙の切れ端が落ちている”,"""Scraps of a paper note seem to have fallen down.""",ui\00_message\clan_dungeon_clue\c0014_n02.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,0
0,,"従者が時たま、本当に人の心を
持っているのではないかと錯覚するような
表情を見せるようになってきた――","Occasionally, a follower has a truly human heart.",ui\00_message\clan_dungeon_clue\c0014_n02.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,1
0,,"今までろくに話もしなかったことを後悔しそうだ
身体がひどく弱っているせいで
精神が落ち込みやすくなっているのだろうか","I'm starting to regret not having spoken much
until now. Could it be that my spirit is easily
downcast because my body is in such a weakened
state?",ui\00_message\clan_dungeon_clue\c0014_n02.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,2
0,,"心の奥底で、凶暴な衝動が
揺らめくのも感じるのだ
今まで見てきたおぞましい魔物のように
私も変わってしまうのだろうか――","Deep in my heart, I can feel the flickering of a
violent impulse. Just like the hideous enemies I
have seen before, will I also end up
changing—transforming into something horrifying?",ui\00_message\clan_dungeon_clue\c0014_n02.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,3
0,,"長く関わりすぎたのだ
大きな力を持つ物は人を強く引きつけるが
それが淀み――侵されていれば、悲劇を呼ぶ","It is because they possess great power that they
strongly attract people, but if that power
stagnates or is invaded, it will bring tragedy.",ui\00_message\clan_dungeon_clue\c0014_n02.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,4
0,,"残すは遙かに見える塔のみ
頼もしき従者と共に
どうか、辿り着かせてくれ――竜よ","All that remains is the tower in the distance.
Please, with my reliable attendants, guide me to
reach it, oh, Dragon.",ui\00_message\clan_dungeon_clue\c0014_n02.gmd,\ui\uGUIClanDungeonClue.arc,uGUIClanDungeonClue.arc,5
0,CLAN_SHOP_LINEUP_ID_18,"クランエンブレムの入ったフラッグを
掲げられるようになります","You will be able to fly a flag with the clan
emblem.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,0
0,CLAN_SHOP_LINEUP_ID_18,"クランエンブレムの入ったフラッグを
掲げられるようになります","You will be able to fly a flag with the clan
emblem.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,0
1,CLAN_SHOP_LINEUP_ID_19,"クラン拠点１階の大広間に入れるようになる
クランクエストの高難易度ボードが設置されます","You will be able to enter the Great Hall on the
first floor of the clan base.
A higher difficulty board for clan quests will be
set up.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,1
1,CLAN_SHOP_LINEUP_ID_19,"クラン拠点１階の大広間に入れるようになる
クランクエストの高難易度ボードが設置されます","You will be able to enter the Great Hall on the
first floor of the clan base.
A higher difficulty board for clan quests will be
set up.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,1
2,CLAN_SHOP_LINEUP_ID_20,"クラン拠点２階に
行くことができるようになります","You will be able to go to the second floor of the
clan base.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,2
2,CLAN_SHOP_LINEUP_ID_20,"クラン拠点２階に
行くことができるようになります","You will be able to go to the second floor of the
clan base.",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,2
3,CLAN_SHOP_LINEUP_ID_21,"クラン拠点にある隠し部屋に
入れるようになります
","You will be able to enter a hidden room in the
clan base.
",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,3
3,CLAN_SHOP_LINEUP_ID_21,"クラン拠点にある隠し部屋に
入れるようになります
","You will be able to enter a hidden room in the
clan base.
",ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,3
4,CLAN_SHOP_LINEUP_ID_22,ポーン遠征隊が解放されます,Pawn expedition support will be unlocked.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIClanShop.arc,uGUIClanShop.arc,4
4,CLAN_SHOP_LINEUP_ID_22,ポーン遠征隊が解放されます,Pawn expedition support will be unlocked.,ui\00_message\clan_shop\clan_shop_lineups.gmd,\ui\uGUIPopBuffBonus.arc,uGUIPopBuffBonus.arc,4
