0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう","In the <COL ffdc78> ""Limit Breaking Arms"" </COL> at the Custom-Made Workshop, you can perform it as many times as you want by obtaining the following two things:

① Weapons and armor enhanced up to ★4
② Required costs such as materials and Rift Crystals

Also, the <COL ffdc78>granted abilities are overwritten every time you attempt the Limit Break</COL>, so let's proceed while confirming examples of granted abilities upon success.",ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
0,TUTORIAL_STEP_745,"<COL ffdc78>黒呪の宝箱</COL>に入っている
《黒呪の指輪》を入手したときや
《黒呪のディードボックス》を鑑定交換した際に
<COL ffdc78>《黒呪装具の効果封印》</COL>が発動します

封印していない効果が付与された
《黒呪の指輪》を入手できるので
積極的に利用しましょう

<COL ffdc78>レアアイテムの鑑定交換は、
港洞や、黒呪の迷宮にいるリュカから行えます</COL>","When you obtain a ""Bitterblack Ring""
from inside a <COL ffdc78>Bitterblack Chest</COL> or
when you appraise a ""Bitterblack Deed Box"",
<COL ffdc78>""Bitterblack Equiment Effect Seal""</COL> is activated.
	
You can obtain a ring with a non-sealed
effect, so make sure to use it.
	
<COL ffdc78>You can appraise rare items by talking
to Lyka at the Cave Harbor or in the
Bitterblack Maze.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step400.gmd,\tguide\tutorial_guide_400.arc,tutorial_guide_400.arc,0
0,TUTORIAL_STEP_746,"黒呪の迷宮で入手する武具は
装備レベルの制限がなく
手に入れてすぐに装備することが可能です

黒呪の迷宮で手に入れた武具を装備して
最深部をめざしましょう","Equipment acquired in the Bitterblack Maze
is not restricted by level, so you can equip
it immediately.

Equip the equipment found in Bitterblack Maze
and head for the innermost depths!",ui\00_message\tutorial_guide\steps\tutorial_guide_step401.gmd,\tguide\tutorial_guide_401.arc,tutorial_guide_401.arc,0
0,TUTORIAL_STEP_747,"黒呪の迷宮で手に入れたアイテムは
リュカに話しかけ、<COL ffdc78>＜黒呪アイテムの持ち帰り＞</COL>から
選択することでレスタニアに持ち帰ることができます
その際、<COL ffdc78>《金竜の印》や《黄金石》を消費します</COL>

　※持ち帰ることにしたアイテムは
　　黒呪の迷宮では使用できなくなります

黒呪の迷宮を探索して、様々なアイテムを
レスタニアに持ち帰りましょう！","Items found inside the Bitterblack Maze
can be brought back to Lestania by talking to
Lyka and selecting ""Bitterblack Item Takeaway"".
<COL ffdc78>This will consume either ""Gold Dragon Marks"" or
""Gold Gemstones"".</COL>

　※Items brought back from Bitterblack Maze
　　will not be able to be used inside.

Explore Bitterblack Maze and bring back
all kinds of items!",ui\00_message\tutorial_guide\steps\tutorial_guide_step402.gmd,\tguide\tutorial_guide_402.arc,tutorial_guide_402.arc,0
0,TUTORIAL_STEP_748,"黒呪の迷宮は、最深部まで到達しても
進行をリセットすることで
ふたたび探索できるようになります

リセットを行うと
<COL ffdc78>その際に所持しているアイテムは破棄されるため</COL>
必要なアイテムは《黒呪アイテムの持ち帰り》から
レスタニアに持ち帰りましょう","Even when you reach the end of Bitterblack
Maze you can reset your progress and
explore again.

When you reset <COL ffdc78>your items are lost</COL>, so
bring important items back through
""Bitterblack Item Takeaway"".",ui\00_message\tutorial_guide\steps\tutorial_guide_step403.gmd,\tguide\tutorial_guide_403.arc,tutorial_guide_403.arc,0
1,TUTORIAL_STEP_792,"リセットには下記の２種類があります

<COL ffdc78>①《進行のリセット》</COL>
　レベル１の状態に戻り、最初から遊べますが
　宝箱などの報酬はリセットされません
　他のプレイヤーと最初から遊ぶ場合に活用します

<COL ffdc78>②《進行と報酬のリセット》</COL>
　特別な宝箱やクリア報酬を再び入手可能です
　黒呪の迷宮を再周回するために必ず必要となります","There are two different types of resets:
	
<COL ffdc78>①""Reset Progress""</COL>
　Return to level 1 and play again from the
　start. Chests and rewards are not reset.
　Use when you want to play with other players
　from the start.

<COL ffdc78>②""Reset Rewards and Progress""</COL>
　Chests and rewards are available again.
　Necessary to explore Bitterblack Maze again.",ui\00_message\tutorial_guide\steps\tutorial_guide_step403.gmd,\tguide\tutorial_guide_403.arc,tutorial_guide_403.arc,1
0,TUTORIAL_STEP_749,"<COL ffdc78>《冒険ガイド》</COL>は
レスタニア大陸を旅する覚者たちに
今できることを教えてくれるガイドです

クエスト内容によって項目分けされているので
目的に合ったクエストを見つけて挑戦しましょう！","The <COL ffdc78>《Adventure Guide》</COL> is a guide that teaches Arisen who travel the Lestania continent what they can do now.

It is divided into sections based on the quest content, so let's find a quest that suits our purpose and challenge it!",ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,0
1,TUTORIAL_STEP_750,"冒険ガイドは
【<KC UI_GAME_MENU>】ゲームメニュー《クエスト》の
<COL ffdc78>《冒険ガイド》</COL>からいつでも確認できます

また白竜神殿のアイザックからも
確認することができます","The <COL ffdc78>Adventure Guide</COL> can always be checked from the ""Quest"" section in the <KC UI_GAME_MENU>. 
You can also check it from Isaac at the White Dragon Temple.",ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,1
2,TUTORIAL_STEP_751,"表示される項目には以下のようなものがあります

<COL ffdc78>《メインクエスト》</COL>
現在の進行に応じた、メインクエストの紹介

<COL ffdc78>《レベル上げミッション》/《レベル上げクエスト》</COL>
ジョブに応じた、レベル上げ方法の紹介

<COL ffdc78>《冒険に役立つクエスト》</COL>
施設や機能が解放されるクエストの紹介","The following items are displayed:

<COL ffdc78>《Main Quest》</COL>
Introduction of main quests according to the current progress

<COL ffdc78>《Level Up Missions》 / 《Level Up Quests》</COL>
Introduction of leveling methods according to jobs

<COL ffdc78>《Useful Quests for Adventure》</COL>
Introduction of quests that release facilities and functions",ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,2
3,TUTORIAL_STEP_789,"<COL ffdc78>《コラボ/シーズナルクエスト》</COL>
現在、開催されているイベント系クエストの紹介

<COL ffdc78>《エリア試練/エリアミッション》</COL>
現在受注可能な、エリア試練とエリアミッションの紹介","<COL ffdc78>Collaboration/Seasonal Quests</COL>
Introduction of current event-related quests

<COL ffdc78>《Area Trials/Area Missions》</COL>
Introduction of current area trials and area missions that can be ordered.",ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,3
4,TUTORIAL_STEP_784,"《レベル上げミッション》は
冒険ガイドから<COL ffdc78>《参加する》</COL>を選ぶことで
受注することが可能です

その他クエストに関しては
冒険ガイドから<COL ffdc78>《ナビゲート設定》</COL>を選ぶことで
クエスト受注までの距離や受注できる場所が
明確に分かるようになります

※ワイルドハントは《ナビゲート設定》ができません
　《地図で確認》は受注することで可能になります","You can order ""Level Up Missions"" by selecting <COL ffdc78>""Join""</COL>from the Adventure Guide


For other quests, select <COL ffdc78>""Navigate Settings""</COL>
from the Adventure Guide to clearly see the distance to the quests and where you can receive them

Please note that ""Wild Hunt"" quests cannot be set through the ""Navigate Setting"". You can use the ""Check Map"" option by accepting the quest.",ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,4
0,TUTORIAL_STEP_752,"<COL ffdc78>《霧の森の死闘》</COL>は
最大８人のパーティーを結成して
悪しき竜軍に占領された霧の森を
進攻するウォーミッションです

各征圧エリアを奪還すると自軍の旗が設置されますが
敵の攻撃で壊されてしまうこともあります

奪還したエリアが敵軍に攻め込まれないよう
ミニマップを参考に、常に気を配りましょう","<COL ffdc78>""The Deathly Battle of the Forest of Mist""</COL> 
is a War Mission where you form a party of up to eight people to advance into the Forest of Mist, which has been occupied by the Evil Dragon Army.

When each subjugated area is reclaimed, your army's flag will be placed, but it may be destroyed by enemy attacks.

To prevent the enemy from invading the areas you have recaptured, always pay attention to the mini map for reference.",ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,0
1,TUTORIAL_STEP_754,"ミッションの途中には
悪しき竜軍によって繰り出される
<COL ffdc78>襲撃イベント</COL>が発生します

自軍旗への集中攻撃や、強大な敵の出現など
様々な作戦をもって覚者の進攻を阻んできます

全ての困難に打ち勝ち
最奥エリアの征圧を目指しましょう","During the mission, there are <COL ffdc78>raids</COL> by the evil dragon army. 

These raids include concentrated attacks on our own flag and the appearance of powerful enemies, all aimed at hindering the Arisen's advancement with various strategies. 

Overcome all challenges and aim to conquer the deepest area.",ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,1
2,TUTORIAL_STEP_775,"エリアの征圧や襲撃イベントの結果に応じて
覚者のパラメーターに変化が起きることがあります

変化したパラメータは
アナウンスやチャットログで確認でき
ミッションが終了すると同時に効果は無くなります

より良い性能アップを目指しながら
ミッションを進めましょう","Depending on the results of area conquest and raid events, the Arisen's status may change.

The changed status can be confirmed through announcements and chat logs, and the effects will disappear as soon as the mission ends.

Let's progress through the missions while aiming for better performance.",ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,2
0,TUTORIAL_STEP_753,"<COL ffdc78>《暗晦の炎　限界域》</COL>は
最大４人のパーティーで
《<AREA 20>》に現れたイフリートと戦う
エクストリームミッションです

強大になったイフリートが住まう<SPOT 1102>は
常に火球が飛び交う危険地帯と化しています

いついかなる時も周囲への注意を怠らず
時間内のイフリート討伐を目指しましょう","<COL ffdc78>The Flames of Darkness: Restricted Stage</COL> 
is an Extreme Mission where you battle Ifrit, who has become extremely powerful, in <AREA 20> with a party of up to four people. 

<SPOT 1102> is the dangerous zone where Ifrit resides, constantly filled with flying fireballs. 

Always be vigilant of your surroundings and strive to defeat Ifrit within the allotted time.",ui\00_message\tutorial_guide\steps\tutorial_guide_step406.gmd,\tguide\tutorial_guide_406.arc,tutorial_guide_406.arc,0
0,TUTORIAL_STEP_755,"ダンジョンの中には
<COL ffdc78>《特定の条件で壊れる壁》</COL>があります

壁の向こう側には隠された道や
希少な素材が入った宝箱などがあるので
見つけた際には積極的に破壊しましょう","Inside the dungeon, there are <COL ffdc78>Walls That Break under Certain Conditions.</COL> 

There are hidden paths and treasure chests containing rare materials on the other side of these walls, so when you find them, be proactive and break them.",ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,0
1,TUTORIAL_STEP_756,"<COL ffdc78>＜爆発で破壊できる壁＞</COL>
ダンジョン内には覚者が持つことが可能な
爆発する樽が置かれていることがあります
その樽を投げつけて爆発させることで
壁を破壊できます

<COL ffdc78>＜大型モンスターの攻撃で破壊できる壁＞</COL>
アッカーシェラン大陸にある壁の中には
大型モンスターにのみ破壊可能な壁も存在しています
上手く大型モンスターの攻撃を誘発して
破壊しましょう","<COL ffdc78> < Walled walls that can be destroyed by explosions > </COL> 
There are barrels in the dungeon that can be carried by the Arisen and exploded by throwing them, allowing you to destroy walls. 

<COL ffdc78> < Walls that can be destroyed by attacks from large monsters > </COL> 
Within the land of Acre Selund, there are walls that can only be destroyed by large monsters. 
Try to provoke the attacks of the large monsters and destroy the walls.",ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,1
