19,CUSTOM_SKILL_COMMAND_03_198,セットボタンで構え後、<KC SHOOT>で発射,"While holding the assigned button, <KC SHOOT> to
shoot.",ui\00_message\skill\custom_skill_command_03.gmd,\skill\custom_skill_data_03.arc,custom_skill_data_03.arc,19
1,CUSTOM_SKILL_COMMAND_05_58,"セットボタンを押す
<KC JUMP>で終了
<PADM>右スティック<KEYM>マウス移動</KEYM>で照射角度を調整","Press the assigned button.
End with <KC JUMP>.
Change direction of the light by moving
the <PADM>right stick<KEYM>mouse</KEYM>.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,1
2,CUSTOM_SKILL_COMMAND_05_59,"セットボタンを押す
<KC JUMP>で終了
<PADM>右スティック<KEYM>マウス移動</KEYM>で照射角度を調整","Press the assigned button.
End with <KC JUMP>.
Change direction of the light by moving
the <PADM>right stick<KEYM>mouse</KEYM>.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,2
3,CUSTOM_SKILL_COMMAND_05_60,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,3
4,CUSTOM_SKILL_COMMAND_05_62,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,4
5,CUSTOM_SKILL_COMMAND_05_61,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,5
6,CUSTOM_SKILL_COMMAND_05_63,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,6
7,CUSTOM_SKILL_COMMAND_05_57,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,7
8,CUSTOM_SKILL_COMMAND_05_65,"セットボタンを押す
<KC JUMP>で終了
<PADM>右スティック<KEYM>マウス移動</KEYM>で照射角度を調整","Press the assigned button.
End with <KC JUMP>.
Change direction of the light by moving
the <PADM>right stick<KEYM>mouse</KEYM>.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,8
9,CUSTOM_SKILL_COMMAND_05_66,敵の攻撃を引きつけてセットボタンを押す,"Just as an enemy attacks,
press the assigned button.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,9
10,CUSTOM_SKILL_COMMAND_05_64,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,10
11,CUSTOM_SKILL_COMMAND_05_67,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,11
12,CUSTOM_SKILL_COMMAND_05_136,"セットボタンを押す
<KC JUMP>で終了
<PADM>右スティック<KEYM>マウス移動</KEYM>で照射角度を調整","Press the assigned button.
End with <KC JUMP>.
Change direction of the light by moving
the <PADM>right stick<KEYM>mouse</KEYM>.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,12
13,CUSTOM_SKILL_COMMAND_05_135,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,13
14,CUSTOM_SKILL_COMMAND_05_170,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,14
15,CUSTOM_SKILL_COMMAND_05_171,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,15
16,CUSTOM_SKILL_COMMAND_05_172,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,16
17,CUSTOM_SKILL_COMMAND_05_173,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,17
18,CUSTOM_SKILL_COMMAND_05_205,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,18
19,CUSTOM_SKILL_COMMAND_05_206,セットボタンを押す,Press the assigned button.,ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,19
20,CUSTOM_SKILL_COMMAND_05_207,"セットボタンを押して詠唱、詠唱完了で発動
発動後、再度セットボタンを押すと攻撃","Press the assigned button to chant; activation
upon completion.
After activation, pressing the assigned button
again will initiate an attack.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,20
21,CUSTOM_SKILL_COMMAND_05_208,セットボタンを押して詠唱、詠唱完了で発動,"Press the assigned button to chant,
activated on completion.",ui\00_message\skill\custom_skill_command_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,21
0,CUSTOM_SKILL_INFO_05_56,"大盾に一定時間、敵の攻撃を防いだ瞬間に
衝撃波を放つ効果を付与する
<COL ffdc78>LV UP毎に効果持続時間延長
LV.６で攻撃威力の上昇</COL>","For a period of time, when an attack is blocked,
a shockwave will be emitted.
<COL ffdc78>LV UP: Increases duration of the
effect.
LV.6: Increases damage.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,0
1,CUSTOM_SKILL_INFO_05_58,"ロッドの放射光を敵に照らしつづけることで
敵に遅延の状態異常値を蓄積させる
フォースゲージ１本以上の時、消費して技性能上昇
<COL ffdc78>LV UP毎に遅延の異常値上昇
LV.６で照射範囲拡大</COL>","Channel a light from your rod towards the enemy.
Slowly accumulates the Torpor debilitation over
time.
With more than 1 Force Gauge, the effect will
increase.
<COL ffdc78>LV UP: Increases the rate of Torpor
accumulation.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,1
2,CUSTOM_SKILL_INFO_05_59,"ロッドの放射光を敵に照らしつづけることで
敵に睡眠の状態異常値を蓄積させる
フォースゲージ１本以上の時、消費して技性能上昇
<COL ffdc78>LV UP毎に睡眠の異常値上昇
LV.６で照射範囲拡大</COL>","Channel a light from your rod towards the enemy.
Slowly accumulates the Sleep debilitation over
time.
With more than 1 Force Gauge, the effect will
increase.
<COL ffdc78>LV UP: Increases the rate of Sleep
accumulation.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,2
3,CUSTOM_SKILL_INFO_05_60,"大盾を構え前方に突進し、進行線上の敵を吹き飛ばす
フォースゲージ１本以上の時、消費して技性能上昇
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で移動距離上昇／ヒット数増加</COL>","Rush forward with your greatshield, blowing away
enemies.
With more than 1 Force Gauge, the effect will
increase.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases moving distance and number of
hits.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,3
4,CUSTOM_SKILL_INFO_05_62,"属性ダメージと異常値の軽減効果を味方に付与する
（ロッドに付与した炎・氷・雷・聖・闇のいずれか）
フォースゲージ１本以上の時、消費して時間大幅延長
<COL ffdc78>LV UP毎に持続時間延長／軽減値上昇
LV.６で効果範囲拡大</COL>","Decreases attribute damage taken and debilitation
build-up
for nearby allies (determined by element granted
to rod).
With more than 1 Force Gauge, the duration will
increase.
<COL ffdc78>LV UP: Increases duration and power
of the effect.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,4
5,CUSTOM_SKILL_INFO_05_61,"地を揺らし、広範囲の敵をよろめかせる
大型の敵や一部の強敵には無効
フォースゲージ１本以上の時、消費して詠唱時間短縮
<COL ffdc78>LV UP毎に詠唱時間短縮
LV.６で攻撃範囲拡大</COL>","Shake the earth, staggering enemies in a
wide range. Staggers large enemies and
some formidable foes.
フォースゲージ１本以上の時、消費して詠唱時間短縮
<COL ffdc78>LV UP: Shortens casting time.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,5
6,CUSTOM_SKILL_INFO_05_63,"魔法のアンカーを射出し、敵を一定時間拘束する
大型の敵や一部の強敵には、物攻低下・魔攻低下・
物防低下・魔防低下の状態異常値を蓄積させる
<COL ffdc78>LV UP毎に拘束中スタミナ消費減少／状態異常値上昇
LV.６で射程距離延長</COL>","Use magick to create an anchor, binding the enemy.
Inflicts ATK Down, MATK Down, and slowly builds
DEF Down, MDEF Down to large and some formidable
enemies.
<COL ffdc78>LV UP: Decrease Stamina cost.
Increase Debilitation rate.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,6
7,CUSTOM_SKILL_INFO_05_57,"大盾に広範囲を防御できる魔法の壁を付加する
<COL ffdc78>LV UP毎に効果持続時間延長
LV.６で防御範囲が全方位化</COL>","Create walls of magick that increase the range
of your shield's ability to block.
<COL ffdc78>LV UP: Increases duration of the
effect.
LV.6: Makes the effect protect all of your
sides.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,7
8,CUSTOM_SKILL_INFO_05_65,"属性防御の低下異常値を敵に蓄積させる放射光を放つ
（ロッドに付与した炎・氷・雷・聖・闇のいずれか）
フォースゲージ１本以上の時、消費して技性能上昇
<COL ffdc78>LV UP毎に選択中属性の異常値上昇
LV.６で照射範囲拡大</COL>","Channel a light from your rod towards the enemy.
Slowly accumulates a debilitation that decreases
attribute
defense of enemies (determined by element granted
to rod).
<COL ffdc78>LV UP: Increases the rate of
debilitation accumulation.
LV.6: Increases the range of the effect.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,8
9,CUSTOM_SKILL_INFO_05_66,"大盾で敵の攻撃を弾き返し、敵に気絶の
状態異常値を蓄積させる衝撃を与える
フォースゲージ１本以上の時、消費して技性能上昇
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で受付時間延長</COL>","Deflect enemy attacks with your greatshield,
stunning them.
The impact will accumulate debilitations on
enemies.
With more than 1 Force Gauge, the effect will
increase.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases the duration of the counter
stance.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,9
10,CUSTOM_SKILL_INFO_05_64,"法力で守護された空間を発現し、
空間内にいる味方へのダメージを無効化する
<COL ffdc78>LV UP毎に詠唱時間短縮
LV.６で展開エリアのサイズ拡張</COL>","Guard an area around you,
nullifying damage for all allies nearby.
<COL ffdc78>LV UP: Shortens casting time.
LV.6: Increases the size of the effect.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,10
11,CUSTOM_SKILL_INFO_05_67,"魔法のアンカーを射出し、捕らえた敵から攻力を
吸収することでフォースゲージを溜める
ヒット中、<PADM>左スティック<KEYM>移動キー</KEYM>で任意方向へ移動可能
<COL ffdc78>LV UP毎にヒット中のスタミナ消費減少
LV.６で射程距離延長</COL>","Fire a magickal anchor towards a foe, and
gradually
fill the force gauge and aggression meter if it
hits.
While the anchor is active, you can move in any
direction
with <PADM>the left stick.<KEYM>the movement
keys.</KEYM>
<COL ffdc78>LV UP: Decreases stamina consumption
for each additional
hit while the anchor is active.
LV.6: Increases range of the skill.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,11
12,CUSTOM_SKILL_INFO_05_136,"ロッドの放射光を敵に照らしつづけることで
敵に石化の状態異常値を蓄積させる
フォースゲージ１本以上の時、消費して技性能上昇
<COL ffdc78>LV UP毎に石化の異常値上昇
LV.６で照射範囲拡大</COL>","Keep the rod focused on an enemy, and radiate a
light that
builds up the Petrified status abnormality on
them.
When the Force Gauge has one or more charges,
they will be
automatically consumed to increase the skill's
performance.
<COL ffdc78>LV UP: Increases Petrified status
accumulation.
LV.6: Increases the range of the light.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,12
13,CUSTOM_SKILL_INFO_05_135,"周囲の敵を巻きこみながら大盾を振り払う
敵の攻撃を防ぎながら発動で威力が上昇
フォースゲージ１本以上の時、消費して技性能上昇
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で盾ガード値上昇／ヒット数増加</COL>","Shake the Greatshield about while running around
enemies,
preventing their attacks and increasing
aggression.
When the Force Gauge has one or more charges,
they will be
automatically consumed to increase the skill's
performance.
<COL ffdc78>LV UP: Increases damage of the skill.
LV.6: Increases Guard Power and number of
hits.</COL>",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,13
14,CUSTOM_SKILL_INFO_05_170,"【ＥＸ追加効果】
岩石を吹き飛ばし、ダメージを与える
<COL ff7878>戦甲を攻撃時、ダメージ量が増加</COL>","EX Additional Effects:
Blow off the rocks from earth and deal damage to
enemies.
Increase damage agaisnt War-ready enemies.",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,14
15,CUSTOM_SKILL_INFO_05_171,"【ＥＸ追加効果】
周囲の敵の注目を素早く集める
エンチャントが付与されている際は
エンチャント属性の状態異常を発生させることも可能","EX Additional Effects:
Attract enemies within the area.
Cause status abnormality of the currently
enchanted element
of your weapon.",ui\00_message\skill\custom_skill_info_05.gmd,\skill\custom_skill_data_05.arc,custom_skill_data_05.arc,15
