"0","","閉じられていた壁が無くなった！","閉じられていた壁が無くなった！","ui\00_message\examine_message\quest\quest_examine_q29999999.gmd","\quest\q29999999.arc","q29999999.arc","2"
"1","eqenhance_title_sub","カレにどうしても欲しいってせがまれちゃって、<LQIM>が必要なの！　<LQVA>つ届けてくれないかしら
恋愛には努力とお金が掛るもの、仕方ないわよね
え、誰かって？　そこまでは言えないわよぉ","カレにどうしても欲しいってせがまれちゃって、<LQIM>が必要なの！　<LQVA>つ届けてくれないかしら
恋愛には努力とお金が掛るもの、仕方ないわよね
え、誰かって？　そこまでは言えないわよぉ","ui\00_message\quest_info\q40000015_00.gmd","\quest\q40000015.arc","q40000015.arc","1"
"0","0","じ、実は紛失したんです！","Actually, I Lost It!","ui\00_message\quest_info\q40000016_00.gmd","\quest\q40000016.arc","q40000016.arc","0"
"1","eqenhance_title_sub","あああ、どうしよう！！
クライアントから受け取ったバザー品<LQIM>をどっかに落っことしてしまったぁ！
数は<LQVA>個――！　誰か、なんとかしてくれぇ！","あああ、どうしよう！！
クライアントから受け取ったバザー品<LQIM>をどっかに落っことしてしまったぁ！
数は<LQVA>個――！　誰か、なんとかしてくれぇ！","ui\00_message\quest_info\q40000016_00.gmd","\quest\q40000016.arc","q40000016.arc","1"
"0","0","我が主のために――","For a Master","ui\00_message\quest_info\q40000017_00.gmd","\quest\q40000017.arc","q40000017.arc","0"
"1","eqenhance_title_sub","大変恐縮なのですが、覚者様にお願いです
私の腕前がどうも不器用で、いつもなぜか使える素材をダメにしてしまいます。どうか、<LQIM>を<LQVA>個、私に譲って頂けないでしょうか
このままでは主に顔向けできません――","大変恐縮なのですが、覚者様にお願いです
私の腕前がどうも不器用で、いつもなぜか使える素材をダメにしてしまいます。どうか、<LQIM>を<LQVA>個、私に譲って頂けないでしょうか
このままでは主に顔向けできません――","ui\00_message\quest_info\q40000017_00.gmd","\quest\q40000017.arc","q40000017.arc","1"
"0","0","白翼覚者隊・収集依頼　ハイデル平原","White Wings: Collection (Hidell Plains)","ui\00_message\quest_info\q40000018_00.gmd","\quest\q40000018.arc","q40000018.arc","0"
"1","eqenhance_title_sub","現地滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","現地滞在中の覚者様に、神殿より通達です
対応可能であれば、任地にて<LQIM>、<LQVA>個を神殿まで納品願います
他の任務がある場合、そちらを優先してください","ui\00_message\quest_info\q40000018_00.gmd","\quest\q40000018.arc","q40000018.arc","1"
"0","0","白翼覚者隊・納品依頼　ハイデル平原","White Wings: Delivery (Hidell Plains)","ui\00_message\quest_info\q40000019_00.gmd","\quest\q40000019.arc","q40000019.arc","0"
"1","eqenhance_title_sub","現地滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
備蓄が少なくなっているため、よろしくお願いします","現地滞在中の覚者様に、神殿より通達です
任地にて入手可能な<LQIM>、<LQVA>個を神殿まで納品願います
備蓄が少なくなっているため、よろしくお願いします","ui\00_message\quest_info\q40000019_00.gmd","\quest\q40000019.arc","q40000019.arc","1"
"0","0","＜エリアオーダー＞白竜神殿補給","Area Order: White Dragon Temple Resupply","ui\00_message\quest_info\q40000020_00.gmd","\quest\q40000020.arc","q40000020.arc","0"
"1","eqenhance_title_sub","神殿にいらっしゃる覚者さまに依頼です！
現在レーゼでは武具や薬の材料になる<LQIM>の保管数が激減してまして、補給にも回せない状態です
どうか<LQVA>個、入手次第納品お願いします
お礼にエリアポイントはたくさん支給しますね！","神殿にいらっしゃる覚者さまに依頼です！
現在レーゼでは武具や薬の材料になる<LQIM>の保管数が激減してまして、補給にも回せない状態です
どうか<LQVA>個、入手次第納品お願いします
お礼にエリアポイントはたくさん支給しますね！","ui\00_message\quest_info\q40000020_00.gmd","\quest\q40000020.arc","q40000020.arc","1"
"0","0","ハンティング競争","A Hunting Competition","ui\00_message\quest_info\q40000021_00.gmd","\quest\q40000021.arc","q40000021.arc","0"
"1","eqenhance_title_sub","よぉ！　砦内で剣を振ってても身体がなまるだろ？
どうだい、<LQEM>を<LQVA>匹、どっちが先に倒せるか競争しないか？
先に仕留めた者がこの報酬を総取りだ！","よぉ！　砦内で剣を振ってても身体がなまるだろ？
どうだい、<LQEM>を<LQVA>匹、どっちが先に倒せるか競争しないか？
先に仕留めた者がこの報酬を総取りだ！","ui\00_message\quest_info\q40000021_00.gmd","\quest\q40000021.arc","q40000021.arc","1"
"0","0","周囲定期警戒","Travel Safety","ui\00_message\quest_info\q40000022_00.gmd","\quest\q40000022.arc","q40000022.arc","0"
"1","eqenhance_title_sub","そろそろ、定期警戒のタイミングだ
今回は<LQEM>の分布状況を確認の上、規定数である<LQVA>体以上を討伐して報告するように
強制ではないが、自主的な参加を求める。手当支給あり","そろそろ、定期警戒のタイミングだ
今回は<LQEM>の分布状況を確認の上、規定数である<LQVA>体以上を討伐して報告するように
強制ではないが、自主的な参加を求める。手当支給あり","ui\00_message\quest_info\q40000022_00.gmd","\quest\q40000022.arc","q40000022.arc","1"
"0","0","腹の具合が――","Sick in the Stomach","ui\00_message\quest_info\q40000023_00.gmd","\quest\q40000023.arc","q40000023.arc","0"
"1","eqenhance_title_sub","あー、誰か。俺のノルマ代わってくれないか？
内容は『<LQEM>、<LQVA>体の討伐』だ
ここ数日、腹の調子が悪くて遠出しにくいんだ
埋め合わせはするから、頼む！","あー、誰か。俺のノルマ代わってくれないか？
内容は『<LQEM>、<LQVA>体の討伐』だ
ここ数日、腹の調子が悪くて遠出しにくいんだ
埋め合わせはするから、頼む！","ui\00_message\quest_info\q40000023_00.gmd","\quest\q40000023.arc","q40000023.arc","1"
"0","0","内緒の儲け話","Rags to Riches","ui\00_message\quest_info\q40000024_00.gmd","\quest\q40000024.arc","q40000024.arc","0"
"1","eqenhance_title_sub","<LQEM>に襲われて怪我をした知人に討伐を頼まれてさ
それを引き受けてほしいってわけだ。倒して連絡くれたら謝礼の半分を渡すよ
俺がもう２体倒したから残り<LQVA>体をよろしく","<LQEM>に襲われて怪我をした知人に討伐を頼まれてさ
それを引き受けてほしいってわけだ。倒して連絡くれたら謝礼の半分を渡すよ
俺がもう２体倒したから残り<LQVA>体をよろしく","ui\00_message\quest_info\q40000024_00.gmd","\quest\q40000024.arc","q40000024.arc","1"
"0","0","武者震い","Trembling with Joy","ui\00_message\quest_info\q40000025_00.gmd","\quest\q40000025.arc","q40000025.arc","0"
"1","eqenhance_title_sub","やっぱよ、強敵と面と向かった時はゾワゾワくるよな！
最近だと<LQEM>だな
――ま、分が悪くなって撤退しちまったんだけどな
ヤツを<LQVA>体倒せたら、拍手とチップを送るぜ！","やっぱよ、強敵と面と向かった時はゾワゾワくるよな！
最近だと<LQEM>だな
――ま、分が悪くなって撤退しちまったんだけどな
ヤツを<LQVA>体倒せたら、拍手とチップを送るぜ！","ui\00_message\quest_info\q40000025_00.gmd","\quest\q40000025.arc","q40000025.arc","1"
"0","0","他地域への侵入阻止","The Hidden Land","ui\00_message\quest_info\q40000026_00.gmd","\quest\q40000026.arc","q40000026.arc","0"
"1","eqenhance_title_sub","昨日の巡回時、<LQEM>が妙な動きをしていた。この砦を回避し、ダウ渓谷の方から他地区へ侵入しようとしていたのかもしれん
――私も警戒を続けるが、対象と遭遇したら<LQVA>体の討伐を頼む","昨日の巡回時、<LQEM>が妙な動きをしていた。この砦を回避し、ダウ渓谷の方から他地区へ侵入しようとしていたのかもしれん
――私も警戒を続けるが、対象と遭遇したら<LQVA>体の討伐を頼む","ui\00_message\quest_info\q40000026_00.gmd","\quest\q40000026.arc","q40000026.arc","1"
"0","0","貴様の腕を見せてみろ","Sparring Contest","ui\00_message\quest_info\q40000027_00.gmd","\quest\q40000027.arc","q40000027.arc","0"
"1","eqenhance_title_sub","おまえ達の鍛え方を試してやろう
十分な力を付けていると自負するなら<LQEM>を<LQVA>体自力で倒してこい
討伐報告を楽しみにしているぞ
達成者ゼロの場合は訓練しなおしてやる。覚悟しておけ","おまえ達の鍛え方を試してやろう
十分な力を付けていると自負するなら<LQEM>を<LQVA>体自力で倒してこい
討伐報告を楽しみにしているぞ
達成者ゼロの場合は訓練しなおしてやる。覚悟しておけ","ui\00_message\quest_info\q40000027_00.gmd","\quest\q40000027.arc","q40000027.arc","1"
"0","0","グリッテン砦・協力要請","Gritten Fort: Cooperation","ui\00_message\quest_info\q40000028_00.gmd","\quest\q40000028.arc","q40000028.arc","0"
"1","eqenhance_title_sub","<LQEM>退治協力要請
上記対象の目撃情報があった
危険度はそれほど高くないものの、ハイデル平原方面への侵入も懸念されるため、<LQVA>体の討伐協力を頼む","<LQEM>退治協力要請
上記対象の目撃情報があった
危険度はそれほど高くないものの、ハイデル平原方面への侵入も懸念されるため、<LQVA>体の討伐協力を頼む","ui\00_message\quest_info\q40000028_00.gmd","\quest\q40000028.arc","q40000028.arc","1"
"0","0","グリッテン砦・討伐任務","Gritten Fort: Elimination","ui\00_message\quest_info\q40000029_00.gmd","\quest\q40000029.arc","q40000029.arc","0"
"1","eqenhance_title_sub","<LQEM>討伐任務
上記対象の出現報告があった
オーク軍と合流の危機もあるため、優先的に見つけ出し<LQVA>体を討伐されたし","<LQEM>討伐任務
上記対象の出現報告があった
オーク軍と合流の危機もあるため、優先的に見つけ出し<LQVA>体を討伐されたし","ui\00_message\quest_info\q40000029_00.gmd","\quest\q40000029.arc","q40000029.arc","1"
"0","0","＜エリアオーダー＞砦の征伐任務","Area Order: Fort Subjugation Mission","ui\00_message\quest_info\q40000030_00.gmd","\quest\q40000030.arc","q40000030.arc","0"
"1","eqenhance_title_sub","エリアマスターとしての<LQEM>討伐要請だ
守備区域で上記対象が多数確認されたと報告があった
神殿、近隣への甚大な被害に発展する前に砦をあげて掃討する。各自<LQVA>体の討伐にかかってくれ","エリアマスターとしての<LQEM>討伐要請だ
守備区域で上記対象が多数確認されたと報告があった
神殿、近隣への甚大な被害に発展する前に砦をあげて掃討する。各自<LQVA>体の討伐にかかってくれ","ui\00_message\quest_info\q40000030_00.gmd","\quest\q40000030.arc","q40000030.arc","1"
"0","0","提出命令","Deadlines","ui\00_message\quest_info\q40000031_00.gmd","\quest\q40000031.arc","q40000031.arc","0"
"1","eqenhance_title_sub","ヴァネッサだ。今必要な素材があってな
<LQIM>なのだが、持っている者がいれば<LQVA>個をわたしの所に持ってこい。以上だ","ヴァネッサだ。今必要な素材があってな
<LQIM>なのだが、持っている者がいれば<LQVA>個をわたしの所に持ってこい。以上だ","ui\00_message\quest_info\q40000031_00.gmd","\quest\q40000031.arc","q40000031.arc","1"
"0","0","調達を手伝ってくれ","Resupplying Help","ui\00_message\quest_info\q40000032_00.gmd","\quest\q40000032.arc","q40000032.arc","0"
"1","eqenhance_title_sub","物資の在庫管理をしてるんだが、不足がちの<LQIM>を<LQVA>個調達してくれないか？
隊長にも報告はしたんだが、スケルツォから伝達がまだ来てないみたいでな。よろしく頼む","物資の在庫管理をしてるんだが、不足がちの<LQIM>を<LQVA>個調達してくれないか？
隊長にも報告はしたんだが、スケルツォから伝達がまだ来てないみたいでな。よろしく頼む","ui\00_message\quest_info\q40000032_00.gmd","\quest\q40000032.arc","q40000032.arc","1"
"0","0","内緒の小金稼ぎ","The Side Job","ui\00_message\quest_info\q40000033_00.gmd","\quest\q40000033.arc","q40000033.arc","0"
"1","eqenhance_title_sub","バートランドの素材は、商人もそう仕入れられないから結構な値で売れるんだ
でだ、注文があったんだが誰か<LQIM>を<LQVA>個採ってきてくれないか？
取り分は提示の内容だ。副隊長には内緒だぞ！","バートランドの素材は、商人もそう仕入れられないから結構な値で売れるんだ
でだ、注文があったんだが誰か<LQIM>を<LQVA>個採ってきてくれないか？
取り分は提示の内容だ。副隊長には内緒だぞ！","ui\00_message\quest_info\q40000033_00.gmd","\quest\q40000033.arc","q40000033.arc","1"
"0","0","知り合いの頼み","From an Acquaintance","ui\00_message\quest_info\q40000034_00.gmd","\quest\q40000034.arc","q40000034.arc","0"
"1","eqenhance_title_sub","知り合いに頼まれたんだけど、<LQIM>を<LQVA>個、持ってるやつはいないか？
クラフトに要るそうなんだ
多少の礼金は預かってるから、送ってくれたら渡すよ","知り合いに頼まれたんだけど、<LQIM>を<LQVA>個、持ってるやつはいないか？
クラフトに要るそうなんだ
多少の礼金は預かってるから、送ってくれたら渡すよ","ui\00_message\quest_info\q40000034_00.gmd","\quest\q40000034.arc","q40000034.arc","1"
