"1","q40200160_00_498","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","この塔、そして我々の存続のために資材の備蓄には注意しておきたいところ
最近は<LQIM>が残り少なくなっているとギルロイから聞いています
手が空いている者で協力し、一気に<LQVA>つ集めてしまいましょう","ui\00_message\quest_info\q40200160_00.gmd","\quest\q40200160.arc","q40200160.arc","1"
"1","eqenhance_title_sub","ピレモスの警備ってどうなってるのかしら
<LQEM>が<LQVA>匹近くをうろついてるのを見かけたわ
どなたか、この小さな隠れ村をお助けください","ピレモスの警備ってどうなってるのかしら
<LQEM>が<LQVA>匹近くをうろついてるのを見かけたわ
どなたか、この小さな隠れ村をお助けください","ui\00_message\quest_info\q40300002_00.gmd","\quest\q40300002.arc","q40300002.arc","1"
"0","0","小物への牽制を頼む","小物への牽制を頼む","ui\00_message\quest_info\q40300003_00.gmd","\quest\q40300003.arc","q40300003.arc","0"
"1","eqenhance_title_sub","近くを<LQEM>が徘徊してるな
他の魔物を呼び寄せるなんてことにならないといいんだが――
牽制のためなら<LQVA>体の討伐で十分だと思うが
問題は誰がそれをやるかだな","近くを<LQEM>が徘徊してるな
他の魔物を呼び寄せるなんてことにならないといいんだが――
牽制のためなら<LQVA>体の討伐で十分だと思うが
問題は誰がそれをやるかだな","ui\00_message\quest_info\q40300003_00.gmd","\quest\q40300003.arc","q40300003.arc","1"
"0","0","子連れの道中","子連れの道中","ui\00_message\quest_info\q40300004_00.gmd","\quest\q40300004.arc","q40300004.arc","0"
"1","eqenhance_title_sub","子供を連れて安全なところまで逃げたくても
こうも魔物が多くちゃどこへも行けません
<LQEM>が<LQVA>匹くらい減ったら、何とかなりそうなんですが――","子供を連れて安全なところまで逃げたくても
こうも魔物が多くちゃどこへも行けません
<LQEM>が<LQVA>匹くらい減ったら、何とかなりそうなんですが――","ui\00_message\quest_info\q40300004_00.gmd","\quest\q40300004.arc","q40300004.arc","1"
"0","0","とにかく気になるんだよ","とにかく気になるんだよ","ui\00_message\quest_info\q40300005_00.gmd","\quest\q40300005.arc","q40300005.arc","0"
"1","eqenhance_title_sub","ラスニテって前からこんなに<LQEM>が多かったか？
最近やたらと増えたように感じるんだが、俺が神経質になってるだけなのか？
<LQVA>体くらい討伐してきてくれないか","ラスニテって前からこんなに<LQEM>が多かったか？
最近やたらと増えたように感じるんだが、俺が神経質になってるだけなのか？
<LQVA>体くらい討伐してきてくれないか","ui\00_message\quest_info\q40300005_00.gmd","\quest\q40300005.arc","q40300005.arc","1"
"0","0","傷薬を落とした理由","傷薬を落とした理由","ui\00_message\quest_info\q40300006_00.gmd","\quest\q40300006.arc","q40300006.arc","0"
"1","eqenhance_title_sub","聞いてくれ、せっかく傷薬を手に入れたのに
<LQEM><LQVA>体に襲われて
逃げる途中で落っことしてきちまったんだ
娘が怪我してるってのに、こんなに悔しいことってないよ","聞いてくれ、せっかく傷薬を手に入れたのに
<LQEM><LQVA>体に襲われて
逃げる途中で落っことしてきちまったんだ
娘が怪我してるってのに、こんなに悔しいことってないよ","ui\00_message\quest_info\q40300006_00.gmd","\quest\q40300006.arc","q40300006.arc","1"
"0","0","篝火の下の不安","篝火の下の不安","ui\00_message\quest_info\q40300007_00.gmd","\quest\q40300007.arc","q40300007.arc","0"
"1","eqenhance_title_sub","<LQEM>が外をうろついていて、不安なんです
いつここを襲いに来るかと思うと夜も眠れません
どうか退治していただけないでしょうか――
確か、<LQVA>匹くらいいたはずなんです","<LQEM>が外をうろついていて、不安なんです
いつここを襲いに来るかと思うと夜も眠れません
どうか退治していただけないでしょうか――
確か、<LQVA>匹くらいいたはずなんです","ui\00_message\quest_info\q40300007_00.gmd","\quest\q40300007.arc","q40300007.arc","1"
"0","0","とても大切な用事","とても大切な用事","ui\00_message\quest_info\q40300008_00.gmd","\quest\q40300008.arc","q40300008.arc","0"
"1","eqenhance_title_sub","少し外に出たいのですが、なんせ<LQEM>がうろついているもので――
<LQVA>匹ほど倒していただければ、その隙に用事を済ませてこられそうです","少し外に出たいのですが、なんせ<LQEM>がうろついているもので――
<LQVA>匹ほど倒していただければ、その隙に用事を済ませてこられそうです","ui\00_message\quest_info\q40300008_00.gmd","\quest\q40300008.arc","q40300008.arc","1"
"0","0","負傷兵の仇討ち","負傷兵の仇討ち","ui\00_message\quest_info\q40300009_00.gmd","\quest\q40300009.arc","q40300009.arc","0"
"1","eqenhance_title_sub","頼むよ、<LQVA>匹でうろついてる
<LQEM>を狩ってきてくれ！
俺の足をダメにしたあいつらのことを考えると
悔しくて、悔しくて――","頼むよ、<LQVA>匹でうろついてる
<LQEM>を狩ってきてくれ！
俺の足をダメにしたあいつらのことを考えると
悔しくて、悔しくて――","ui\00_message\quest_info\q40300009_00.gmd","\quest\q40300009.arc","q40300009.arc","1"
"0","0","＜エリアオーダー＞剣持たぬ人々を","＜エリアオーダー＞剣持たぬ人々を","ui\00_message\quest_info\q40300010_00.gmd","\quest\q40300010.arc","q40300010.arc","0"
"1","eqenhance_title_sub","近くまで逃げてきた人々が
道中で<LQEM>に襲われていたとの報せが入った
わずかな情報とかすかな希望を胸に助けを求めた彼らのため
<LQVA>匹を討伐したいと思う","近くまで逃げてきた人々が
道中で<LQEM>に襲われていたとの報せが入った
わずかな情報とかすかな希望を胸に助けを求めた彼らのため
<LQVA>匹を討伐したいと思う","ui\00_message\quest_info\q40300010_00.gmd","\quest\q40300010.arc","q40300010.arc","1"
"0","0","小さな隠れ村の物資事情","小さな隠れ村の物資事情","ui\00_message\quest_info\q40300011_00.gmd","\quest\q40300011.arc","q40300011.arc","0"
"1","eqenhance_title_sub","これをご覧になった方へ
<LQIM>を<LQVA>個、売っていただけませんか
私がいるピレモスでは、中々手に入らず
不自由な生活をしているのです――","これをご覧になった方へ
<LQIM>を<LQVA>個、売っていただけませんか
私がいるピレモスでは、中々手に入らず
不自由な生活をしているのです――","ui\00_message\quest_info\q40300011_00.gmd","\quest\q40300011.arc","q40300011.arc","1"
"0","0","このままじゃ食い詰めちまう","このままじゃ食い詰めちまう","ui\00_message\quest_info\q40300012_00.gmd","\quest\q40300012.arc","q40300012.arc","0"
"1","eqenhance_title_sub","こんな状況じゃあ狩りどころか、外にもろくに出られないよ
<LQIM>が<LQVA>個いるんだけど
余らせてる人はいないかい？
良ければ買い取らせてくれ","こんな状況じゃあ狩りどころか、外にもろくに出られないよ
<LQIM>が<LQVA>個いるんだけど
余らせてる人はいないかい？
良ければ買い取らせてくれ","ui\00_message\quest_info\q40300012_00.gmd","\quest\q40300012.arc","q40300012.arc","1"
"0","0","へし折れた斧","へし折れた斧","ui\00_message\quest_info\q40300013_00.gmd","\quest\q40300013.arc","q40300013.arc","0"
"1","eqenhance_title_sub","<LQIM>を<LQVA>つほど譲っていただけないでしょうか
どうしても必要なのですが、魔物に襲われてからというもの
外に出るのが恐ろしく、自分で探しにいけないのです
見てください、この斧――今度山に入ったら、次は俺がこうなる番ですよ","<LQIM>を<LQVA>つほど譲っていただけないでしょうか
どうしても必要なのですが、魔物に襲われてからというもの
外に出るのが恐ろしく、自分で探しにいけないのです
見てください、この斧――今度山に入ったら、次は俺がこうなる番ですよ","ui\00_message\quest_info\q40300013_00.gmd","\quest\q40300013.arc","q40300013.arc","1"
"0","0","馬車の修繕材料","馬車の修繕材料","ui\00_message\quest_info\q40300014_00.gmd","\quest\q40300014.arc","q40300014.arc","0"
"1","eqenhance_title_sub","馬車を修理するのに<LQIM>が<LQVA>個足りないの
修理さえ終わったら、どこかオークの手の及ばない
山の奥にでも逃げようと思ってるんだけど――","馬車を修理するのに<LQIM>が<LQVA>個足りないの
修理さえ終わったら、どこかオークの手の及ばない
山の奥にでも逃げようと思ってるんだけど――","ui\00_message\quest_info\q40300014_00.gmd","\quest\q40300014.arc","q40300014.arc","1"
"0","0","軽くなった手提げ袋","軽くなった手提げ袋","ui\00_message\quest_info\q40300015_00.gmd","\quest\q40300015.arc","q40300015.arc","0"
"1","eqenhance_title_sub","手持ちの<LQIM>が少なくなってきちゃったから
<LQVA>つ譲ってもらえないかしら
十分な量を持っていたはずなのに、気付いたら残り少なくなっちゃってるのよね
補充する機会もなかなか無いから困っちゃうわ","手持ちの<LQIM>が少なくなってきちゃったから
<LQVA>つ譲ってもらえないかしら
十分な量を持っていたはずなのに、気付いたら残り少なくなっちゃってるのよね
補充する機会もなかなか無いから困っちゃうわ","ui\00_message\quest_info\q40300015_00.gmd","\quest\q40300015.arc","q40300015.arc","1"
"0","0","旅路の支えに","旅路の支えに","ui\00_message\quest_info\q40300016_00.gmd","\quest\q40300016.arc","q40300016.arc","0"
"1","eqenhance_title_sub","珍しく肉が手に入ったから、持ち歩けるように
<LQIM>を使って燻製にしたいの
あれで香りを付けるのが好きなのよ
<LQVA>個お譲りいただけないかしら","珍しく肉が手に入ったから、持ち歩けるように
<LQIM>を使って燻製にしたいの
あれで香りを付けるのが好きなのよ
<LQVA>個お譲りいただけないかしら","ui\00_message\quest_info\q40300016_00.gmd","\quest\q40300016.arc","q40300016.arc","1"
"0","0","気がかりな背中","気がかりな背中","ui\00_message\quest_info\q40300017_00.gmd","\quest\q40300017.arc","q40300017.arc","0"
"1","eqenhance_title_sub","あの人、まだ一人で<LQIM>を集めてるのかな
どういう事情があるのかはわからないけど、必死だった――
お代は私が払うから、誰か少し手を貸してあげてくれない？
<LQVA>個もあれば、きっと足りると思うの","あの人、まだ一人で<LQIM>を集めてるのかな
どういう事情があるのかはわからないけど、必死だった――
お代は私が払うから、誰か少し手を貸してあげてくれない？
<LQVA>個もあれば、きっと足りると思うの","ui\00_message\quest_info\q40300017_00.gmd","\quest\q40300017.arc","q40300017.arc","1"
"0","0","家内の治療に必要なもの","家内の治療に必要なもの","ui\00_message\quest_info\q40300018_00.gmd","\quest\q40300018.arc","q40300018.arc","0"
"1","eqenhance_title_sub","誰か<LQIM>を都合してくだされ
怪我をした家内の治療にたくさんいるらしいのですが
精一杯探しても<LQVA>つ足りないのです
この通り、お願いします","誰か<LQIM>を都合してくだされ
怪我をした家内の治療にたくさんいるらしいのですが
精一杯探しても<LQVA>つ足りないのです
この通り、お願いします","ui\00_message\quest_info\q40300018_00.gmd","\quest\q40300018.arc","q40300018.arc","1"
