"0","","お、お前、助ケタ――？
感謝スル――
ファーガル、動けない――置いてイケ","消えた足音に気付く時","ui\00_message\quest\q21015012.gmd","\quest\q21015012.arc","q21015012.arc","21"
"2","q21015016_00_631","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","ui\00_message\quest_info\q21015016_00.gmd","\quest\q21015016.arc","q21015016.arc","2"
"3","q21015016_00_631","最近この辺りで、姿を隠して人に忍び寄り
襲いかかるっていう魔物が増えているの
いつの間にそんな知恵をつけたのかしらね？
しかも、遭遇する場所も魔物の種類も
いつも違うっていうんだから恐ろしいわ","最近この辺りで、姿を隠して人に忍び寄り
襲いかかるっていう魔物が増えているの
いつの間にそんな知恵をつけたのかしらね？
しかも、遭遇する場所も魔物の種類も
いつも違うっていうんだから恐ろしいわ","ui\00_message\quest_info\q21015016_00.gmd","\quest\q21015016.arc","q21015016.arc","3"
"4","q21015016_00_1254","出現した魔物を討伐する","出現した魔物を討伐する","ui\00_message\quest_info\q21015016_00.gmd","\quest\q21015016.arc","q21015016.arc","4"
"5","q21015016_00_1255","逃亡した魔物が残した痕跡を調べる","逃亡した魔物が残した痕跡を調べる","ui\00_message\quest_info\q21015016_00.gmd","\quest\q21015016.arc","q21015016.arc","5"
"6","q21015016_00_1256","魔物の行方を追う","魔物の行方を追う","ui\00_message\quest_info\q21015016_00.gmd","\quest\q21015016.arc","q21015016.arc","6"
"7","q21015016_00_1257","危険な魔物を追い詰め、止めを刺す","危険な魔物を追い詰め、止めを刺す","ui\00_message\quest_info\q21015016_00.gmd","\quest\q21015016.arc","q21015016.arc","7"
"0","","傷ついた魔物の痕跡は
住処へと続いているようだ――","傷ついた魔物の痕跡は
住処へと続いているようだ――","ui\00_message\quest\q21015016.gmd","\quest\q21015016.arc","q21015016.arc","0"
"0","q21015017_00_632","好奇が呼ぶ不穏","好奇が呼ぶ不穏","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","0"
"1","q21015017_00_632","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","1"
"2","q21015017_00_632","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","2"
"3","q21015017_00_632","マヌンの人、みんな洞窟中で暮ラシてる
でも外興味ある人モいる
だけど、オレ知ってる
外、すごく危ナイ――
だから外興味ある人、内緒シテル","マヌンの人、みんな洞窟中で暮ラシてる
でも外興味ある人モいる
だけど、オレ知ってる
外、すごく危ナイ――
だから外興味ある人、内緒シテル","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","3"
"4","q21015017_00_1222","指定された場所で魔物の群れを探す(残り３)","指定された場所で魔物の群れを探す(残り３)","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","4"
"5","q21015017_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","5"
"6","q21015017_00_1223","残る魔物の群れを探す(残り２)","残る魔物の群れを探す(残り２)","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","6"
"7","q21015017_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","7"
"8","q21015017_00_1224","残る魔物の群れを探す(残り１)","残る魔物の群れを探す(残り１)","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","8"
"9","q21015017_00_1225","遭遇した魔物群を討伐する","遭遇した魔物群を討伐する","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","9"
"10","q21015017_00_1169","依頼者に報告する","依頼者に報告する","ui\00_message\quest_info\q21015017_00.gmd","\quest\q21015017.arc","q21015017.arc","10"
"0","","ネェネェ、“お願い”あるの！
アナタ、すごく強い――エナン、言ってたダカラ！","ネェネェ、“お願い”あるの！
アナタ、すごく強い――エナン、言ってたダカラ！","ui\00_message\quest\q21015017.gmd","\quest\q21015017.arc","q21015017.arc","0"
"0","","《<STG 861>》すごくすごく良いモノある！
アナタじゃない強い人に聞いた！
ダカラ、ダリンも行きたい！","《<STG 861>》すごくすごく良いモノある！
アナタじゃない強い人に聞いた！
ダカラ、ダリンも行きたい！","ui\00_message\quest\q21015017.gmd","\quest\q21015017.arc","q21015017.arc","1"
"0","","ダケド危ないマモノたくさん――
アナタ、《<STG 861>》中まで
やっつけて道開ける、そしたらお礼あげるヨ！","ダケド危ないマモノたくさん――
アナタ、《<STG 861>》中まで
やっつけて道開ける、そしたらお礼あげるヨ！","ui\00_message\quest\q21015017.gmd","\quest\q21015017.arc","q21015017.arc","2"
"0","","《<STG 861>》すごく良いモノある！
アナタ、やっつけて道開ける
そしたらダリンも《<STG 861>》行ける
とっても感謝ヨ！","《<STG 861>》すごく良いモノある！
アナタ、やっつけて道開ける
そしたらダリンも《<STG 861>》行ける
とっても感謝ヨ！","ui\00_message\quest\q21015017.gmd","\quest\q21015017.arc","q21015017.arc","3"
"0","","これ、エナンに内緒ヨ
勝手に外出る、怒られるダカラ！","これ、エナンに内緒ヨ
勝手に外出る、怒られるダカラ！","ui\00_message\quest\q21015017.gmd","\quest\q21015017.arc","q21015017.arc","4"
"0","","ホントにやっつけてきた！
アナタすごく強い！　とっても嬉しい！","ホントにやっつけてきた！
アナタすごく強い！　とっても嬉しい！","ui\00_message\quest\q21015017.gmd","\quest\q21015017.arc","q21015017.arc","5"
"0","","でもやっぱり、エナンの言うこと聞く――
ワタシ、すごく良いモノいらないヨ
ダリンだけ良いモノ持ってるの――ズルいダカラ
ミンナとケンカになると、悲しいデショ？","でもやっぱり、エナンの言うこと聞く――
ワタシ、すごく良いモノいらないヨ
ダリンだけ良いモノ持ってるの――ズルいダカラ
ミンナとケンカになると、悲しいデショ？","ui\00_message\quest\q21015017.gmd","\quest\q21015017.arc","q21015017.arc","6"
"0","q21015018_00_633","残酷なる翼影","残酷なる翼影","ui\00_message\quest_info\q21015018_00.gmd","\quest\q21015018.arc","q21015018.arc","0"
"1","q21015018_00_633","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","ui\00_message\quest_info\q21015018_00.gmd","\quest\q21015018.arc","q21015018.arc","1"
"2","q21015018_00_633","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","ui\00_message\quest_info\q21015018_00.gmd","\quest\q21015018.arc","q21015018.arc","2"
"3","q21015018_00_633","姿を隠して人に忍び寄る、新手の魔物集団を
探しているんだが――
目撃場所にも出ないし、目的も手段も
分からないんじゃお手上げだ！
用心するしかないってのかよ！","姿を隠して人に忍び寄る、新手の魔物集団を
探しているんだが――
目撃場所にも出ないし、目的も手段も
分からないんじゃお手上げだ！
用心するしかないってのかよ！","ui\00_message\quest_info\q21015018_00.gmd","\quest\q21015018.arc","q21015018.arc","3"
"4","q21015018_00_1254","出現した魔物を討伐する","出現した魔物を討伐する","ui\00_message\quest_info\q21015018_00.gmd","\quest\q21015018.arc","q21015018.arc","4"
"5","q21015018_00_1255","逃亡した魔物が残した痕跡を調べる","逃亡した魔物が残した痕跡を調べる","ui\00_message\quest_info\q21015018_00.gmd","\quest\q21015018.arc","q21015018.arc","5"
"6","q21015018_00_1256","魔物の行方を追う","魔物の行方を追う","ui\00_message\quest_info\q21015018_00.gmd","\quest\q21015018.arc","q21015018.arc","6"
"7","q21015018_00_1257","危険な魔物を追い詰め、止めを刺す","危険な魔物を追い詰め、止めを刺す","ui\00_message\quest_info\q21015018_00.gmd","\quest\q21015018.arc","q21015018.arc","7"
"0","","傷ついた魔物の痕跡は、
住処へと続いているようだ――","傷ついた魔物の痕跡は、
住処へと続いているようだ――","ui\00_message\quest\q21015018.gmd","\quest\q21015018.arc","q21015018.arc","0"
"0","q21015019_00_634","猛き尾と芳しき翼","猛き尾と芳しき翼","ui\00_message\quest_info\q21015019_00.gmd","\quest\q21015019.arc","q21015019.arc","0"
"1","q21015019_00_634","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","【偶発討伐クエスト】
出現した危険な魔物を追い詰め
討伐する","ui\00_message\quest_info\q21015019_00.gmd","\quest\q21015019.arc","q21015019.arc","1"
"2","q21015019_00_634","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","不確実な情報だが、<NAME AREA>から
狂暴な魔物のしわざと思われる被害報告があった","ui\00_message\quest_info\q21015019_00.gmd","\quest\q21015019.arc","q21015019.arc","2"
"3","q21015019_00_634","最近話題のほら、通り魔物！
弱い魔物だと思って斬り捨てたら、
突然強い魔物の群れが現れて襲われるってやつ
決まった魔物がやっている訳でもないんでしょ？
やっぱり魔物の中にも派閥みたいのがあるのかな？","最近話題のほら、通り魔物！
弱い魔物だと思って斬り捨てたら、
突然強い魔物の群れが現れて襲われるってやつ
決まった魔物がやっている訳でもないんでしょ？
やっぱり魔物の中にも派閥みたいのがあるのかな？","ui\00_message\quest_info\q21015019_00.gmd","\quest\q21015019.arc","q21015019.arc","3"
