"2","q21000083_00_363","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","<NAME AREA>にいる何者かが、魔物との勝負で
腕試しをしているようだ","ui\00_message\quest_info\q21000083_00.gmd","\quest\q21000083.arc","q21000083.arc","2"
"6","6","残る魔物を討伐する","Defeat the remaining demons","ui\00_message\quest_info\q21000090_00.gmd","\quest\q21000090.arc","q21000090.arc","6"
"0","0","胞子の広がりを阻止――
クリア報酬が追加！","胞子の広がりを阻止――
クリア報酬が追加！","ui\00_message\examine_message\quest\quest_examine_q21000090.gmd","\quest\q21000090.arc","q21000090.arc","0"
"0","0","汚染植物が出現――！","Infected plants have appeared!","ui\00_message\examine_message\quest\quest_examine_q21000090.gmd","\quest\q21000090.arc","q21000090.arc","1"
"0","0","胞子が集まり始めている――","Spores are starting to gather","ui\00_message\examine_message\quest\quest_examine_q21000090.gmd","\quest\q21000090.arc","q21000090.arc","2"
"0","0","【昌石の扉】立入厳禁！","Door of Gemstones: Absolutely No Entry!","ui\00_message\quest_info\q21000091_00.gmd","\quest\q21000091.arc","q21000091.arc","0"
"1","1","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する","ui\00_message\quest_info\q21000091_00.gmd","\quest\q21000091.arc","q21000091.arc","1"
"2","2","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい","ui\00_message\quest_info\q21000091_00.gmd","\quest\q21000091.arc","q21000091.arc","2"
"3","3","数日前に調査という名目であそこに行ったんだが――
人を寄せ付けない邪悪な力に包み込まれいてた
その時点で調査団は引き返してきたが――
恐らく、とんでもない魔物が潜んでいることだろう
住民は決して近づかないこと","数日前に調査という名目であそこに行ったんだが――
人を寄せ付けない邪悪な力に包み込まれいてた
その時点で調査団は引き返してきたが――
恐らく、とんでもない魔物が潜んでいることだろう
住民は決して近づかないこと","ui\00_message\quest_info\q21000091_00.gmd","\quest\q21000091.arc","q21000091.arc","3"
"4","4","遭遇した凶悪な魔物を討伐する","Defeat the encountered fiendish demons","ui\00_message\quest_info\q21000091_00.gmd","\quest\q21000091.arc","q21000091.arc","4"
"0","0","強欲の結末","強欲の結末","ui\00_message\quest_info\q21000092_00.gmd","\quest\q21000092.arc","q21000092.arc","0"
"1","1","【討伐クエスト】
エリアに出現した怪しい魔物を探し
問題の原因となる敵を討伐する","【討伐クエスト】
エリアに出現した怪しい魔物を探し
問題の原因となる敵を討伐する","ui\00_message\quest_info\q21000092_00.gmd","\quest\q21000092.arc","q21000092.arc","1"
"2","2","<NAME AREA>には今、怪しい気配のする
魔物たちが出現しているらしい","<NAME AREA>には今、怪しい気配のする
魔物たちが出現しているらしい","ui\00_message\quest_info\q21000092_00.gmd","\quest\q21000092.arc","q21000092.arc","2"
"3","3","ああ、この前一人くたばってるのを見たよ
まあ、どうせ金目当ての小物だろうさ――
浅はかな気持ちであそこに行った奴がどうなるか
好例だったと思うね――かわいそうに","ああ、この前一人くたばってるのを見たよ
まあ、どうせ金目当ての小物だろうさ――
浅はかな気持ちであそこに行った奴がどうなるか
好例だったと思うね――かわいそうに","ui\00_message\quest_info\q21000092_00.gmd","\quest\q21000092.arc","q21000092.arc","3"
"4","4","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q21000092_00.gmd","\quest\q21000092.arc","q21000092.arc","4"
"5","5","新たに現れた魔物を即時討伐して危機を回避","新たに現れた魔物を即時討伐して危機を回避","ui\00_message\quest_info\q21000092_00.gmd","\quest\q21000092.arc","q21000092.arc","5"
"6","6","残る魔物を討伐する","Defeat the remaining demons","ui\00_message\quest_info\q21000092_00.gmd","\quest\q21000092.arc","q21000092.arc","6"
"0","0","胞子の広がりを阻止――
クリア報酬が追加！","胞子の広がりを阻止――
クリア報酬が追加！","ui\00_message\examine_message\quest\quest_examine_q21000092.gmd","\quest\q21000092.arc","q21000092.arc","0"
"0","0","汚染植物が出現――！","Infected plants have appeared!","ui\00_message\examine_message\quest\quest_examine_q21000092.gmd","\quest\q21000092.arc","q21000092.arc","1"
"0","0","胞子が集まり始めている――","Spores are starting to gather","ui\00_message\examine_message\quest\quest_examine_q21000092.gmd","\quest\q21000092.arc","q21000092.arc","2"
"0","0","孤独の主","孤独の主","ui\00_message\quest_info\q21000093_00.gmd","\quest\q21000093.arc","q21000093.arc","0"
"1","1","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","【納品クエスト】
依頼者の願いを聞き入れ
指定された物資を集めてくる","ui\00_message\quest_info\q21000093_00.gmd","\quest\q21000093.arc","q21000093.arc","1"
"2","2","物資を必要としている人物が
<NAME AREA>から協力を求めている","物資を必要としている人物が
<NAME AREA>から協力を求めている","ui\00_message\quest_info\q21000093_00.gmd","\quest\q21000093.arc","q21000093.arc","2"
"3","3","一人であの祠、ひいては禁域の守り人
をしてるって、どんな気持ちなんでしょう
あ――そもそも彼には感情はないか
だからこそできるのでしょうかね
人間は孤独には勝てないですから――","一人であの祠、ひいては禁域の守り人
をしてるって、どんな気持ちなんでしょう
あ――そもそも彼には感情はないか
だからこそできるのでしょうかね
人間は孤独には勝てないですから――","ui\00_message\quest_info\q21000093_00.gmd","\quest\q21000093.arc","q21000093.arc","3"
"4","4","＜<SQDI NAME>＞を＜<SQDI NUM>＞個、依頼先に届ける（残り:<SQDI DNUM>）","Deliver <SQDI NAME> x<SQDI NUM> to the requester (need: <SQDI DNUM>)","ui\00_message\quest_info\q21000093_00.gmd","\quest\q21000093.arc","q21000093.arc","4"
"0","0","覚者様に、折り入ってのお願いがございます
ミスリウにいるアルカン様に
お渡しいただきたいものがあるのです","覚者様に、折り入ってのお願いがございます
ミスリウにいるアルカン様に
お渡しいただきたいものがあるのです","ui\00_message\quest\q21000093.gmd","\quest\q21000093.arc","q21000093.arc","0"
"0","0","ええ、私の数少ない知人の一人なのです――","ええ、私の数少ない知人の一人なのです――","ui\00_message\quest\q21000093.gmd","\quest\q21000093.arc","q21000093.arc","1"
"0","0","こんな辺境の地にいても
訪ねてくださる方が稀にいるのです
私はそういった関係を大切にしたいと思っています","こんな辺境の地にいても
訪ねてくださる方が稀にいるのです
私はそういった関係を大切にしたいと思っています","ui\00_message\quest\q21000093.gmd","\quest\q21000093.arc","q21000093.arc","2"
"0","0","やあ、俺に用事かい？
探しもの？　――しているよ
非常に貴重なものだがね――","やあ、俺に用事かい？
探しもの？　――しているよ
非常に貴重なものだがね――","ui\00_message\quest\q21000093.gmd","\quest\q21000093.arc","q21000093.arc","3"
"0","0","おお、禁域の彼が頼んでくれたのか――
ありがたいことだね","おお、禁域の彼が頼んでくれたのか――
ありがたいことだね","ui\00_message\quest\q21000093.gmd","\quest\q21000093.arc","q21000093.arc","4"
"0","0","これを入手するのは大変だったろう？
君にも礼を言おう、ありがとう","これを入手するのは大変だったろう？
君にも礼を言おう、ありがとう","ui\00_message\quest\q21000093.gmd","\quest\q21000093.arc","q21000093.arc","5"
"0","0","【高難度】ただならぬ気配","【高難度】ただならぬ気配","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","0"
"1","1","【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","【連続討伐クエスト】
エリアマスターの願いを聞き入れ
ダンジョン付近にて起きている問題を調査する","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","1"
"2","2","<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","<NAME AREA>のエリアマスターが
ダンジョン付近の不穏な空気を警戒しているようだ","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","2"
"3","3","興味本位であんな恐ろしい場所に行くもんじゃないぜ
あんな不気味な魔物が―魔物、が――
どんな魔物がいたんだっけ――
ごめんな、忘れちまった
でもただならぬ気配があったのは確かなんだ
信じてくれ――","興味本位であんな恐ろしい場所に行くもんじゃないぜ
あんな不気味な魔物が―魔物、が――
どんな魔物がいたんだっけ――
ごめんな、忘れちまった
でもただならぬ気配があったのは確かなんだ
信じてくれ――","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","3"
"4","4","指定された場所を調べる","Investigate the specified location","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","4"
"5","5","遭遇した魔物を討伐する","Defeat the encountered demons","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","5"
"6","6","指定されたダンジョン内を捜索する","Search within the specified dungeon","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","6"
"7","7","ダンジョン内の各所の魔物を討伐する（残り３）","Defeat the monsters at locations in the dungeon (3 left)","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","7"
"8","8","ダンジョン内の各所の魔物を討伐する（残り２）","Defeat the monsters at locations in the dungeon (2 left)","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","8"
"9","9","ダンジョン内の各所の魔物を討伐する（残り１）","Defeat the monsters at locations in the dungeon (1 left)","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","9"
"10","10","エリアマスターに経緯を報告する","Report to the Area Master","ui\00_message\quest_info\q21000094_00.gmd","\quest\q21000094.arc","q21000094.arc","10"
"0","0","覚者様に折り入ってお願いがございます
付近のダンジョンにて、忌まわしき魔物が
徘徊しているとの情報が寄せられました","覚者様に折り入ってお願いがございます
付近のダンジョンにて、忌まわしき魔物が
徘徊しているとの情報が寄せられました","ui\00_message\quest\q21000094.gmd","\quest\q21000094.arc","q21000094.arc","0"
