0,TUTORIAL_STEP_686,"カスタムメイド工房での<COL ffdc78>《武具のリミット解除》</COL>は
下記の２つを揃えることで
何度でも行うことができます

　①★４まで強化された武器や防具
　②素材やリムなどの必要な費用

また、付与される性能は
<COL ffdc78>リミット解除を試すたびに上書きされる</COL>ため
成功時に付与される性能例を
確認しながら行いましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step384.gmd,\tguide\tutorial_guide_384.arc,tutorial_guide_384.arc,0
1,TUTORIAL_STEP_754,"ミッションの途中には
悪しき竜軍によって繰り出される
<COL ffdc78>襲撃イベント</COL>が発生します

自軍旗への集中攻撃や、強大な敵の出現など
様々な作戦をもって覚者の進攻を阻んできます

全ての困難に打ち勝ち
最奥エリアの征圧を目指しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,1
2,TUTORIAL_STEP_775,"エリアの征圧や襲撃イベントの結果に応じて
覚者のパラメーターに変化が起きることがあります

変化したパラメータは
アナウンスやチャットログで確認でき
ミッションが終了すると同時に効果は無くなります

より良い性能アップを目指しながら
ミッションを進めましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,2
0,TUTORIAL_STEP_753,"<COL ffdc78>《暗晦の炎　限界域》</COL>は
最大４人のパーティーで
《<AREA 20>》に現れたイフリートと戦う
エクストリームミッションです

強大になったイフリートが住まう<SPOT 1102>は
常に火球が飛び交う危険地帯と化しています

いついかなる時も周囲への注意を怠らず
時間内のイフリート討伐を目指しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step406.gmd,\tguide\tutorial_guide_406.arc,tutorial_guide_406.arc,0
0,TUTORIAL_STEP_755,"ダンジョンの中には
<COL ffdc78>《特定の条件で壊れる壁》</COL>があります

壁の向こう側には隠された道や
希少な素材が入った宝箱などがあるので
見つけた際には積極的に破壊しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,0
1,TUTORIAL_STEP_756,"<COL ffdc78>＜爆発で破壊できる壁＞</COL>
ダンジョン内には覚者が持つことが可能な
爆発する樽が置かれていることがあります
その樽を投げつけて爆発させることで
壁を破壊できます

<COL ffdc78>＜大型モンスターの攻撃で破壊できる壁＞</COL>
アッカーシェラン大陸にある壁の中には
大型モンスターにのみ破壊可能な壁も存在しています
上手く大型モンスターの攻撃を誘発して
破壊しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,1
2,TUTORIAL_STEP_757,"<COL ffdc78>＜回復で破壊できる壁＞</COL>
ヒールオーラなど回復効果があるスキルが当たると
緑色で文字が浮かびあがる壁があります

※回復効果のあるスキルを一定時間接触させると
　簡単に破壊することができますが
　通常スキルでも時間をかければ破壊できます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,2
0,TUTORIAL_STEP_758,"<COL 78f5ff>パートナーポーンが新しい行動を覚えました！</COL>

①フィールド探索中に珍しい宝箱や採取ポイントを
　発見するようになりました

②<COL ffdc78>パートナーポーンと一緒に修練目標を討伐すると
　いつもより修練が早く進みます</COL>

③近くの敵の弱点属性や、修練目標であるかを
　声掛けで教えてくれるようになりました",,ui\00_message\tutorial_guide\steps\tutorial_guide_step409.gmd,\tguide\tutorial_guide_409.arc,tutorial_guide_409.arc,0
0,TUTORIAL_STEP_760,"メフィスからの様々な依頼をこなしていくと
<COL ffdc78>使命の達成度</COL>が上がっていきます

達成度が最大になると、使命クリアとなります

またその過程で<COL ffdc78>新たなクエスト</COL>が
出現することもあります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step410.gmd,\tguide\tutorial_guide_410.arc,tutorial_guide_410.arc,0
1,TUTORIAL_STEP_767,"<COL ffdc78>《サブストーリーログ》</COL>では
現在の使命の達成状況や、クエストのログを
確認することができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step410.gmd,\tguide\tutorial_guide_410.arc,tutorial_guide_410.arc,1
0,TUTORIAL_STEP_761,"《尋問》とは、特定のNPCと対話しながら
情報を引き出していく任務のことです

<COL ffdc78>1度の尋問では全てを解き明かすことはできません
《潜入調査》や《諜報活動》も進めながら
何度もクエストを繰り返し
使命の達成度を上げていきましょう</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step411.gmd,\tguide\tutorial_guide_411.arc,tutorial_guide_411.arc,0
1,TUTORIAL_STEP_777,"＜《証拠》について＞

尋問は、《証拠》という専用アイテムを突きつけて
尋問対象を追い詰めていくことで進行します

証拠は、《諜報活動》内で入手することができ
手に入れた証拠はサブストーリーログから
確認することができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step411.gmd,\tguide\tutorial_guide_411.arc,tutorial_guide_411.arc,1
2,TUTORIAL_STEP_785,"＜《尋問ゲージ》について＞

以下の行動を行うと
《尋問ゲージ》が一定量減少します
　・突きつける《証拠》の選択ミス
　・質問に対する回答の選択ミス
　・《脅す》を選択する

<COL ffdc78>尋問ゲージが全て無くなると
その日の尋問は終了となるので注意しましょう</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step411.gmd,\tguide\tutorial_guide_411.arc,tutorial_guide_411.arc,2
0,TUTORIAL_STEP_762,"《潜入調査》とは、<NPC 681>侯爵の懐に潜り込み
尋問時に利用できる情報や、侯爵の言動を
探っていく任務のことです

<COL ffdc78>※任務中は、リム転移の使用ができません
　リム転移で別の場所へ移動すると
　任務範囲外となり、クエスト失敗になります</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step412.gmd,\tguide\tutorial_guide_412.arc,tutorial_guide_412.arc,0
1,TUTORIAL_STEP_771,"また、この任務中に取った行動は
《諜報活動》に影響を及ぼすことがあります

<COL ffdc78>アナウンスが表示されたら
チャットログに注目しましょう</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step412.gmd,\tguide\tutorial_guide_412.arc,tutorial_guide_412.arc,1
0,TUTORIAL_STEP_763,"《諜報活動》とは、メガドの街を自由に探索し
尋問に使用するための《証拠》を集める任務です

<COL ffdc78>※諜報活動中は、リム転移の使用ができません
　リム転移で別の場所へ移動すると
　諜報任務範囲外となり、任務終了になります</COL>

また、同行するメフィスに話しかけることで
いつでも任務を終了し、帰還することができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step413.gmd,\tguide\tutorial_guide_413.arc,tutorial_guide_413.arc,0
1,TUTORIAL_STEP_776,"<COL ffdc78>また、1度の《諜報活動》では
全ての証拠を入手することはできません</COL>

探索できそうな場所が無くなったら
帰還し、他の任務を進めてみるのも良いでしょう

<COL ffdc78>《尋問》や《潜入調査》も進めながら
何度もクエストを繰り返していくことで
《証拠》を集めて行きましょう</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step413.gmd,\tguide\tutorial_guide_413.arc,tutorial_guide_413.arc,1
2,TUTORIAL_STEP_787,"＜メフィスの呟きについて＞

諜報活動では、メガドの調査を
自由に進めていくことができますが
進展があった場合には
メフィスが “調査を進めるためのヒント” を
呟くことがあります

調査に進展があり、アナウンスが発生したときは
チャットログに注目しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step413.gmd,\tguide\tutorial_guide_413.arc,tutorial_guide_413.arc,2
0,TUTORIAL_STEP_764,"＜《証拠》入手イベントについて＞

諜報活動中、マップ上にマーカーがある場所では
様々なイベントが発生します

また、他の任務を進めることで
新たな変化が起きることもあります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step414.gmd,\tguide\tutorial_guide_414.arc,tutorial_guide_414.arc,0
1,TUTORIAL_STEP_781,"＜イベント：盗み聞きについて＞

夜のメガドの路地では、住人たちが
ヒソヒソと内緒話をしていることがあります

彼らに近づくと、盗み聞きすることができますが
近付きすぎると気付かれて、警戒されてしまうので
<COL ffdc78>上手く隠れながら情報を盗み聞きしましょう</COL>

また、盗み聞きする時は
<COL ffdc78>チャットログ</COL>に注目しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step414.gmd,\tguide\tutorial_guide_414.arc,tutorial_guide_414.arc,1
0,TUTORIAL_STEP_765,"王都メガドでのサブストーリーは
以下の3つのパートで構成されており
それぞれの任務成果が相互に影響します

①尋問
②潜入調査
③諜報活動

これらの任務を繰り返し、暗躍者メフィスと共に
王都に潜む闇に迫っていきましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,0
1,TUTORIAL_STEP_768,"<COL ffdc78>※注意

このサブストーリー内では
リム転移を使用することができません

リム転移を使用した場合、
＜失敗になり進行が破棄される＞ または ＜強制クリア＞
となるので注意してください</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,1
2,TUTORIAL_STEP_769,"<COL ffdc78>《尋問》</COL>について

尋問とは、メフィスと共に
情報を握った人物と対話することで
核心に迫る情報を引き出していく任務です

尋問には<COL ffdc78>《証拠》</COL>を必要とし、
また証拠は<COL ffdc78>《諜報活動》</COL>の中で入手できます

<COL ffdc78>尋問の成果により
《諜報活動》の内容に変化が起きることもあります</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,2
3,TUTORIAL_STEP_770,"<COL ffdc78>《潜入調査》</COL>について

潜入調査とは、<NPC 681>侯爵の元で
頼まれた任務をこなしながら
<NPC 681>侯爵の行動や、尋問に使える情報を
収集する任務です

<COL ffdc78>潜入調査の成果により
《諜報活動》の内容に変化が起きることもあります</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,3
4,TUTORIAL_STEP_779,"<COL ffdc78>《諜報活動》</COL>について

諜報活動とは、
夜のメガドをメフィスと共に自由に調査し
尋問に使用する<COL ffdc78>《証拠》</COL>を集める任務です

<COL ffdc78>この任務に限り
同行するメフィスに話しかけることで
いつでも終了することが可能です
</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,4
0,TUTORIAL_STEP_766,"＜仲間について＞

《証拠》を入手した際に、関わった人物が
“レジスタンス”の仲間に加わることがあります

加入した仲間は、諜報活動中に
証拠イベントのヒントを持って現れたり
戦闘に参加してくれることもあります

仲間に誘えるタイミングが来たら
積極的に誘ってみましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step416.gmd,\tguide\tutorial_guide_416.arc,tutorial_guide_416.arc,0
1,TUTORIAL_STEP_797,"※仲間に誘えるタイミングは
　人物につき1回のみです

　タイミングを逃すと、もうその人物を
　誘うことはできなくなるので注意しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step416.gmd,\tguide\tutorial_guide_416.arc,tutorial_guide_416.arc,1
0,TUTORIAL_STEP_774,"<COL ffdc78>《蘇りし絶望の炎》</COL>は
最大８人のパーティーを結成して
悪しき竜が再び姿をあらわした火垂れ山で戦う
ウォーミッションです

幾度となく復活する悪しき竜を追い詰め
完全討伐を目指しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step417.gmd,\tguide\tutorial_guide_417.arc,tutorial_guide_417.arc,0
0,TUTORIAL_STEP_778,"一部の石碑の試練をクリアすると
<COL ffdc78>《英霊の加護》</COL>が得られ、一時的に
プレイヤーキャラクターの能力を
強化することが可能です

強化内容は各種ステータスアップや
耐性アップなどがあり、提示された選択肢の中から
１つを自由に選べます

<COL ffdc78>※エピタフロード内でのみ有効な強化です
　別のエリアに移動するとリセットされます</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step418.gmd,\tguide\tutorial_guide_418.arc,tutorial_guide_418.arc,0
