"5","q60300500_00_3211","第二試練の場所へ向かう","Head to the location of the second test","ui\00_message\quest_info\q60300500_00.gmd","\quest\q60300500.arc","q60300500.arc","5"
"0","","では、本格的にクリスマスの準備開始といこう
流れ星の行方についても探ってもらいたいが
なぁに、準備のついででかまわんよ","では、本格的にクリスマスの準備開始といこう
流れ星の行方についても探ってもらいたいが
なぁに、準備のついででかまわんよ","ui\00_message\quest\q60301002.gmd","\quest\q60301002.arc","q60301002.arc","8"
"0","","今年はどんなクリスマスになるのか
ワクワクするじゃないか
ホッホッホ","今年はどんなクリスマスになるのか
ワクワクするじゃないか
ホッホッホ","ui\00_message\quest\q60301002.gmd","\quest\q60301002.arc","q60301002.arc","9"
"0","","今年もこの季節がやってきましたよ！
私たちもやってきましたよ！
さぁさぁ、お揃いの服で決めましょう！","今年もこの季節がやってきましたよ！
私たちもやってきましたよ！
さぁさぁ、お揃いの服で決めましょう！","ui\00_message\quest\q60301002.gmd","\quest\q60301002.arc","q60301002.arc","10"
"0","","「何事も、まずは恰好から入るべきである」
――これが我が主の信念でございます","「何事も、まずは恰好から入るべきである」
――これが我が主の信念でございます","ui\00_message\quest\q60301002.gmd","\quest\q60301002.arc","q60301002.arc","11"
"0","q60301003_00_291","不思議な流れ星とみんなの願い＜２＞","Wish on a Shooting Star II","ui\00_message\quest_info\q60301003_00.gmd","\quest\q60301003.arc","q60301003.arc","0"
"1","q60301003_00_291","不思議な流れ星について
情報を集める","不思議な流れ星について
情報を集める","ui\00_message\quest_info\q60301003_00.gmd","\quest\q60301003.arc","q60301003.arc","1"
"2","q60301003_00_4073","流れ星の情報を探す","流れ星の情報を探す","ui\00_message\quest_info\q60301003_00.gmd","\quest\q60301003.arc","q60301003.arc","2"
"3","q60301003_00_4074","《燐光虫の洞窟》近くを調査する","《燐光虫の洞窟》近くを調査する","ui\00_message\quest_info\q60301003_00.gmd","\quest\q60301003.arc","q60301003.arc","3"
"4","q60301003_00_4075","遭遇したエントを倒す","Defeat the encountered Ent","ui\00_message\quest_info\q60301003_00.gmd","\quest\q60301003.arc","q60301003.arc","4"
"5","q60301003_00_4076","敵が去った後を調べる","敵が去った後を調べる","ui\00_message\quest_info\q60301003_00.gmd","\quest\q60301003.arc","q60301003.arc","5"
"6","q60301003_00_4077","メイリーフに報告する","Report to Mayleaf","ui\00_message\quest_info\q60301003_00.gmd","\quest\q60301003.arc","q60301003.arc","6"
"7","q60301003_00_4078","ニコラスに報告する","ニコラスに報告する","ui\00_message\quest_info\q60301003_00.gmd","\quest\q60301003.arc","q60301003.arc","7"
"0","","エントが倒れた場所にキラキラと光る不思議な欠片が落ちていた","エントが倒れた場所にキラキラと光る不思議な欠片が落ちていた","ui\00_message\examine_message\quest\quest_examine_q60301003.gmd","\quest\q60301003.arc","q60301003.arc","0"
"0","","メイリーフから光る欠片をもらった","メイリーフから光る欠片をもらった","ui\00_message\examine_message\quest\quest_examine_q60301003.gmd","\quest\q60301003.arc","q60301003.arc","1"
"0","","さてさて、恰好がきまったところで
本格的にクリスマスの支度をはじめようではないか","さてさて、恰好がきまったところで
本格的にクリスマスの支度をはじめようではないか","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","0"
"0","","昨年の君たちのおかげで
このレスタニアにも“クリスマス”が
定着しそうだと聞いてな","昨年の君たちのおかげで
このレスタニアにも“クリスマス”が
定着しそうだと聞いてな","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","1"
"0","","皆のクリスマスの準備を手伝いながら
“流れ星”の情報を持つ者も同時に探してもらいたい
この地方に落ちたとなれば目撃者もいるはずだ","皆のクリスマスの準備を手伝いながら
“流れ星”の情報を持つ者も同時に探してもらいたい
この地方に落ちたとなれば目撃者もいるはずだ","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","2"
"0","","クリスマスの準備と一緒に
“不思議な流れ星”の情報収集も手伝ってもらいたい
レスタニアの地に落ちたのが本当であれば
ここの者たちから何か情報が得られるかもしれん","クリスマスの準備と一緒に
“不思議な流れ星”の情報収集も手伝ってもらいたい
レスタニアの地に落ちたのが本当であれば
ここの者たちから何か情報が得られるかもしれん","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","3"
"0","","ああ、もちろん
最優先はクリスマスの準備だがな
ホッホッホ","ああ、もちろん
最優先はクリスマスの準備だがな
ホッホッホ","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","4"
"0","","こんにちは、隊長さん
え？　流れ星？
――お星さまを探しているの？","こんにちは、隊長さん
え？　流れ星？
――お星さまを探しているの？","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","5"
"0","","うーん、そういえば少し前に《リンウッド》で
光る物が落ちてきたって言うお話を聞いたの","うーん、そういえば少し前に《リンウッド》で
光る物が落ちてきたって言うお話を聞いたの","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","6"
"0","","でもね、何が落ちたのかを調べようとしても
そこに迷いエントが出て、邪魔をするんだって
どうしてそこに急に現れたのかは
わからないんだけど、どうにかしないと――","でもね、何が落ちたのかを調べようとしても
そこに迷いエントが出て、邪魔をするんだって
どうしてそこに急に現れたのかは
わからないんだけど、どうにかしないと――","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","7"
"0","","ねえ隊長さん
その迷いエントを落ち着かせてあげて
落ちてきた光る物が何か、調べてみませんか？","ねえ隊長さん
その迷いエントを落ち着かせてあげて
落ちてきた光る物が何か、調べてみませんか？","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","8"
"0","","不思議な光がお空から落ちてきたのは
リンウッド近くの《燐光虫の洞窟の》辺りだって
迷いエントがいるそうだから、気を付けてね","不思議な光がお空から落ちてきたのは
リンウッド近くの《燐光虫の洞窟の》辺りだって
迷いエントがいるそうだから、気を付けてね","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","9"
"0","","迷いエントを落ち着かせてきてくれたんですね！
よかった、これでまた洞窟の近くで遊べます","迷いエントを落ち着かせてきてくれたんですね！
よかった、これでまた洞窟の近くで遊べます","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","10"
"0","","実は、あの近くで採れるキレイな木の実を
今年のクリスマスツリーに飾りたくって――","実は、あの近くで採れるキレイな木の実を
今年のクリスマスツリーに飾りたくって――","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","11"
"0","","あ、でもまた騎士団の人たちに怒られちゃうから
あの辺りで遊んでるのはナイショ――","あ、でもまた騎士団の人たちに怒られちゃうから
あの辺りで遊んでるのはナイショ――","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","12"
"0","","え？　エントがいなくなった跡に光る欠片？
うーんなんでしょう
見たことがない、不思議な感じ
――もしかしたら、これが流れ星なんでしょうか？","え？　エントがいなくなった跡に光る欠片？
うーんなんでしょう
見たことがない、不思議な感じ
――もしかしたら、これが流れ星なんでしょうか？","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","13"
"0","","もしこれが流れ星じゃなかったとしても
わたしは隊長さんにお願い事を叶えてもらったから
これは隊長さんが持っていてください","もしこれが流れ星じゃなかったとしても
わたしは隊長さんにお願い事を叶えてもらったから
これは隊長さんが持っていてください","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","14"
"0","","ふふふ、願いを叶える流れ星
とっても素敵な言い伝えですね","ふふふ、願いを叶える流れ星
とっても素敵な言い伝えですね","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","15"
"0","","なに、さっそく流れ星の情報を！？
どれどれ――","なに、さっそく流れ星の情報を！？
どれどれ――","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","16"
"0","","うーむ、実はわしらも
本物の流れ星を見たことは無いのだ
だから、それが流れ星の欠片なのかはわからん","うーむ、実はわしらも
本物の流れ星を見たことは無いのだ
だから、それが流れ星の欠片なのかはわからん","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","17"
"0","","しかし、言い伝えにある通り
見つめていると不思議と幸せな気持ちが湧いてくる
もう少し調べれば、これが本物かどうか
わかるかもしれん","しかし、言い伝えにある通り
見つめていると不思議と幸せな気持ちが湧いてくる
もう少し調べれば、これが本物かどうか
わかるかもしれん","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","18"
"0","","引き続き、調査の手伝いを頼んだぞ","引き続き、調査の手伝いを頼んだぞ","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","19"
"0","","私たちの暮らす地域では有名な話なんです！
「流れ星をみたら3回願い事を呟く」って
そうすると、その願いが叶うっていう――
ステキな話じゃありませんか？","私たちの暮らす地域では有名な話なんです！
「流れ星をみたら3回願い事を呟く」って
そうすると、その願いが叶うっていう――
ステキな話じゃありませんか？","ui\00_message\quest\q60301003.gmd","\quest\q60301003.arc","q60301003.arc","20"
